,reissue,,2003-04-08,10/044163,10,10044163,2002-01-11,26163,26163,,2003,,,,,,,,,
6457758,utility,6457758,2002-10-01,10/041153,10,10041153,2002-01-08,29077,,,2002,0,0,0,0,0,0,0,0,0
,reissue,,2003-04-08,10/116486,10,10116486,2002-04-03,,,,2003,,,,,,,,,
6480628,utility,6480628,2002-11-12,10/092467,10,10092467,2002-03-08,,,,2002,1,0,0,0,0,0,0,0,1
,reissue,,2003-04-22,10/115306,10,10115306,2002-04-03,,32031,,2003,,,,,,,,,
6486500,utility,6486500,2002-11-26,10/055953,10,10055953,2002-01-28,,,,2002,0,0,0,0,0,0,0,0,0
,reissue,,2003-05-06,10/120433,10,10120433,2002-04-12,,,,2003,,,,,,,,,
6496879,utility,6496879,2002-12-17,10/106672,10,10106672,2002-03-25,,,,2002,0,0,0,0,0,0,0,0,0
,reissue,,2003-05-06,10/067739,10,10067739,2002-02-08,06073,06073,,2003,,,,,,,,,
6501657,utility,6501657,2002-12-31,10/054389,10,10054389,2002-01-22,48491,48491,,2002,0,0,0,0,0,0,0,0,0
,reissue,,2003-05-06,10/052698,10,10052698,2002-01-18,06073,,,2003,,,,,,,,,
6501823,utility,6501823,2002-12-31,10/053875,10,10053875,2002-01-24,,,,2002,1,0,0,0,0,1,0,0,0
,reissue,,2003-05-06,10/052698,10,10052698,2002-01-18,,,,2003,,,,,,,,,
6502347,utility,6502347,2003-01-07,10/066696,10,10066696,2002-02-06,51760,51041,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/167732,10,10167732,2002-06-12,,09001,,2003,,,,,,,,,
6508166,utility,6508166,2003-01-21,10/219371,10,10219371,2002-08-15,09001,09001,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/167732,10,10167732,2002-06-12,41051,09001,,2003,,,,,,,,,
6511263,utility,6511263,2003-01-28,10/041295,10,10041295,2002-01-08,12011,12011,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/167732,10,10167732,2002-06-12,09001,09001,,2003,,,,,,,,,
6512659,utility,6512659,2003-01-28,10/105603,10,10105603,2002-03-21,06001,06001,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/066909,10,10066909,2002-02-04,34007,42029,,2003,,,,,,,,,
6518306,utility,6518306,2003-02-11,10/031927,10,10031927,2002-01-24,42101,42101,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/066909,10,10066909,2002-02-04,42029,42029,,2003,,,,,,,,,
6524551,utility,6524551,2003-02-25,10/057322,10,10057322,2002-01-25,26111,51600,,2003,0,0,0,0,0,0,0,0,0
,reissue,,2003-06-03,10/066909,10,10066909,2002-02-04,,42029,,2003,,,,,,,,,
