6096107,utility,6096107,2000-08-01,09/476506,9,09476506,2000-01-03,,25027,,2000,0,0,0,0,0,0,0,0,0
6096107,utility,6096107,2000-08-01,09/476506,9,09476506,2000-01-03,25027,25027,,2000,0,0,0,0,0,0,0,0,0
6102874,utility,6102874,2000-08-15,09/487561,9,09487561,2000-01-19,27053,27053,,2000,0,0,0,0,0,0,0,0,0
6102874,utility,6102874,2000-08-15,09/487561,9,09487561,2000-01-19,27123,27053,,2000,0,0,0,0,0,0,0,0,0
6109198,utility,6109198,2000-08-29,09/479047,9,09479047,2000-01-07,26091,,,2000,0,0,0,0,0,0,0,0,0
6114535,utility,6114535,2000-09-05,09/479294,9,09479294,2000-01-06,,34027,,2000,0,0,0,0,0,0,0,0,0
6119042,utility,6119042,2000-09-12,09/482775,9,09482775,2000-01-13,27163,27053,,2000,0,0,0,0,0,0,0,0,0
6119042,utility,6119042,2000-09-12,09/482775,9,09482775,2000-01-13,27123,27053,,2000,0,0,0,0,0,0,0,0,0
6119042,utility,6119042,2000-09-12,09/482775,9,09482775,2000-01-13,27053,27053,,2000,0,0,0,0,0,0,0,0,0
6121326,utility,6121326,2000-09-19,09/477824,9,09477824,2000-01-05,,,,2000,0,0,0,0,0,0,0,0,0
6121835,utility,6121835,2000-09-19,09/543953,9,09543953,2000-04-06,17031,17031,,2000,0,0,0,0,0,0,0,0,0
6123041,utility,6123041,2000-09-26,09/483333,9,09483333,2000-01-14,45091,,,2000,0,0,0,0,0,0,0,0,0
6123041,utility,6123041,2000-09-26,09/483333,9,09483333,2000-01-14,17111,,,2000,0,0,0,0,0,0,0,0,0
6128805,utility,6128805,2000-10-10,09/481997,9,09481997,2000-01-11,41005,41051,,2000,0,0,0,0,0,0,0,0,0
6129007,utility,6129007,2000-10-10,09/496256,9,09496256,2000-02-01,,,,2000,0,0,0,0,0,0,0,0,0
6129008,utility,6129008,2000-10-10,09/476340,9,09476340,2000-01-03,,,,2000,0,0,0,0,0,0,0,0,0
6131366,utility,6131366,2000-10-17,09/481827,9,09481827,2000-01-12,,,,2000,0,0,0,0,0,0,0,0,0
6134919,utility,6134919,2000-10-24,09/494440,9,09494440,2000-01-31,,36101,,2000,0,0,0,0,0,0,0,0,0
6134919,utility,6134919,2000-10-24,09/494440,9,09494440,2000-01-31,36123,36101,,2000,0,0,0,0,0,0,0,0,0
6135089,utility,6135089,2000-10-24,09/495179,9,09495179,2000-02-01,,,,2000,0,0,0,0,0,0,0,0,0
6135661,utility,6135661,2000-10-24,09/514498,9,09514498,2000-02-29,06073,,,2000,0,0,0,0,0,0,0,0,0
6136808,utility,6136808,2000-10-24,09/508092,9,09508092,2000-03-16,,,,2000,0,0,0,0,0,0,0,0,0
6140009,utility,6140009,2000-10-31,09/477966,9,09477966,2000-01-05,27163,,,2000,0,0,0,0,0,0,0,0,0
6140009,utility,6140009,2000-10-31,09/477966,9,09477966,2000-01-05,27123,,,2000,0,0,0,0,0,0,0,0,0
6141559,utility,6141559,2000-10-31,09/497354,9,09497354,2000-02-03,17031,17031,,2000,0,0,0,0,0,0,0,0,0
6141559,utility,6141559,2000-10-31,09/497354,9,09497354,2000-02-03,17111,17031,,2000,0,0,0,0,0,0,0,0,0
6142054,utility,6142054,2000-11-07,09/506334,9,09506334,2000-02-18,,,,2000,0,0,0,0,0,0,0,0,0
6142335,utility,6142335,2000-11-07,09/478250,9,09478250,2000-01-06,17043,,,2000,0,0,0,0,0,0,0,0,0
6142978,utility,6142978,2000-11-07,09/527334,9,09527334,2000-03-17,34023,34021,,2000,0,0,0,0,0,0,0,0,0
6142978,utility,6142978,2000-11-07,09/527334,9,09527334,2000-03-17,34005,34021,,2000,0,0,0,0,0,0,0,0,0
6144586,utility,6144586,2000-11-07,09/505234,9,09505234,2000-02-16,,,,2000,0,0,0,0,0,0,0,0,0
6144617,utility,6144617,2000-11-07,09/489943,9,09489943,2000-01-24,,,,2000,0,0,0,0,0,0,0,0,0
6145227,utility,6145227,2000-11-14,09/478997,9,09478997,2000-01-07,,,,2000,0,0,0,0,0,0,0,0,0
6145297,utility,6145297,2000-11-14,09/512350,9,09512350,2000-02-24,,,,2000,0,0,0,0,0,0,0,0,0
6146233,utility,6146233,2000-11-14,09/501117,9,09501117,2000-02-09,55029,55029,,2000,0,0,0,0,0,0,0,0,0
6146443,utility,6146443,2000-11-14,09/489743,9,09489743,2000-01-21,42129,,,2000,0,0,0,0,0,0,0,0,0
