10068609,utility,10068609,2018-09-04,15/902821,15,15902821,2018-02-22,06001,,,2018,0,0,0,0,0,0,0,0,0
10069145,utility,10069145,2018-09-04,15/961032,15,15961032,2018-04-24,06001,47065,,2018,0,0,0,0,0,0,0,0,0
10069145,utility,10069145,2018-09-04,15/961032,15,15961032,2018-04-24,47065,47065,,2018,0,0,0,0,0,0,0,0,0
10069145,utility,10069145,2018-09-04,15/961032,15,15961032,2018-04-24,25017,47065,,2018,0,0,0,0,0,0,0,0,0
10069256,utility,10069256,2018-09-04,15/898649,15,15898649,2018-02-18,05119,05119,,2018,0,0,0,0,0,0,0,0,0
10071380,utility,10071380,2018-09-11,15/887221,15,15887221,2018-02-02,06085,18097,,2018,0,0,0,0,0,0,0,0,0
10071423,utility,10071423,2018-09-11,15/921381,15,15921381,2018-03-14,,,,2018,0,0,0,0,0,0,0,0,0
10071934,utility,10071934,2018-09-11,15/899376,15,15899376,2018-02-20,,,,2018,0,0,0,0,0,0,0,0,0
10072219,utility,10072219,2018-09-11,15/870864,15,15870864,2018-01-13,,,,2018,0,0,0,0,0,0,0,0,0
10074532,utility,10074532,2018-09-11,15/915061,15,15915061,2018-03-07,39085,39085,,2018,0,0,0,0,0,0,0,0,0
10079052,utility,10079052,2018-09-18,15/944755,15,15944755,2018-04-03,41051,06085,,2018,0,0,0,0,0,0,0,0,0
10079052,utility,10079052,2018-09-18,15/944755,15,15944755,2018-04-03,41067,06085,,2018,0,0,0,0,0,0,0,0,0
10079419,utility,10079419,2018-09-18,15/876488,15,15876488,2018-01-22,36103,13121,,2018,0,0,0,0,0,0,0,0,0
10079419,utility,10079419,2018-09-18,15/876488,15,15876488,2018-01-22,34025,13121,,2018,0,0,0,0,0,0,0,0,0
10079419,utility,10079419,2018-09-18,15/876488,15,15876488,2018-01-22,34023,13121,,2018,0,0,0,0,0,0,0,0,0
10079419,utility,10079419,2018-09-18,15/876488,15,15876488,2018-01-22,34019,13121,,2018,0,0,0,0,0,0,0,0,0
10079419,utility,10079419,2018-09-18,15/876488,15,15876488,2018-01-22,,13121,,2018,0,0,0,0,0,0,0,0,0
10079652,utility,10079652,2018-09-18,15/877857,15,15877857,2018-01-23,34019,13121,,2018,0,0,0,0,0,0,0,0,0
10079652,utility,10079652,2018-09-18,15/877857,15,15877857,2018-01-23,,13121,,2018,0,0,0,0,0,0,0,0,0
10079652,utility,10079652,2018-09-18,15/877857,15,15877857,2018-01-23,34025,13121,,2018,0,0,0,0,0,0,0,0,0
10079652,utility,10079652,2018-09-18,15/877857,15,15877857,2018-01-23,34023,13121,,2018,0,0,0,0,0,0,0,0,0
10079652,utility,10079652,2018-09-18,15/877857,15,15877857,2018-01-23,36103,13121,,2018,0,0,0,0,0,0,0,0,0
10080319,utility,10080319,2018-09-18,15/859788,15,15859788,2018-01-02,48491,,,2018,0,0,0,0,0,0,0,0,0
10081343,utility,10081343,2018-09-25,15/895729,15,15895729,2018-02-13,,,,2018,1,0,0,0,0,0,1,1,0
10081530,utility,10081530,2018-09-25,15/892252,15,15892252,2018-02-08,53035,,,2018,0,0,0,0,0,0,0,0,0
10081530,utility,10081530,2018-09-25,15/892252,15,15892252,2018-02-08,53033,,,2018,0,0,0,0,0,0,0,0,0
10082555,utility,10082555,2018-09-25,15/947185,15,15947185,2018-04-06,06001,06081,,2018,1,1,0,0,0,1,1,1,1
10082555,utility,10082555,2018-09-25,15/947185,15,15947185,2018-04-06,06075,06081,,2018,1,1,0,0,0,1,1,1,1
10082555,utility,10082555,2018-09-25,15/947185,15,15947185,2018-04-06,06085,06081,,2018,1,1,0,0,0,1,1,1,1
10082663,utility,10082663,2018-09-25,15/911578,15,15911578,2018-03-05,,,,2018,0,0,0,0,0,0,0,0,0
10083787,utility,10083787,2018-09-25,15/960398,15,15960398,2018-04-23,,,,2018,0,0,0,0,0,0,0,0,0
10084151,utility,10084151,2018-09-25,15/891458,15,15891458,2018-02-08,,,,2018,0,0,0,0,0,0,0,0,0
10084953,utility,10084953,2018-09-25,15/982446,15,15982446,2018-05-17,,,,2018,1,0,0,0,0,1,0,0,0
10087851,utility,10087851,2018-10-02,15/862777,15,15862777,2018-01-05,,,,2018,0,0,0,0,0,0,0,0,0
10087851,utility,10087851,2018-10-02,15/862777,15,15862777,2018-01-05,09007,,,2018,0,0,0,0,0,0,0,0,0
10088740,utility,10088740,2018-10-02,15/874944,15,15874944,2018-01-19,,,,2018,,,,,,,,,
10089823,utility,10089823,2018-10-02,15/954197,15,15954197,2018-04-16,08031,08031,,2018,0,0,0,0,0,0,0,0,0
10089998,utility,10089998,2018-10-02,15/871741,15,15871741,2018-01-15,,06085,,2018,1,0,0,0,1,0,0,0,0
10090053,utility,10090053,2018-10-02,15/954282,15,15954282,2018-04-16,,16001,,2018,0,0,0,0,0,0,0,0,0
10090053,utility,10090053,2018-10-02,15/954282,15,15954282,2018-04-16,06087,16001,,2018,0,0,0,0,0,0,0,0,0
10090975,utility,10090975,2018-10-02,15/912335,15,15912335,2018-03-05,,,,2018,0,0,0,0,0,0,0,0,0
10091240,utility,10091240,2018-10-02,15/876889,15,15876889,2018-01-22,25021,25017,,2018,0,0,0,0,0,0,0,0,0
10091240,utility,10091240,2018-10-02,15/876889,15,15876889,2018-01-22,06083,25017,,2018,0,0,0,0,0,0,0,0,0
10093161,utility,10093161,2018-10-09,15/879943,15,15879943,2018-01-25,51810,51810,,2018,0,0,0,0,0,0,0,0,0
10095226,utility,10095226,2018-10-09,15/923289,15,15923289,2018-03-16,48453,10003,,2018,0,0,0,0,0,0,0,0,0
10095226,utility,10095226,2018-10-09,15/923289,15,15923289,2018-03-16,48491,10003,,2018,0,0,0,0,0,0,0,0,0
10095319,utility,10095319,2018-10-09,15/906208,15,15906208,2018-02-27,37183,36119,,2018,1,0,0,1,1,0,1,1,0
10095319,utility,10095319,2018-10-09,15/906208,15,15906208,2018-02-27,,36119,,2018,1,0,0,1,1,0,1,1,0
10095992,utility,10095992,2018-10-09,15/864785,15,15864785,2018-01-08,,53009,,2018,1,1,0,0,0,0,1,1,0
10095992,utility,10095992,2018-10-09,15/864785,15,15864785,2018-01-08,53009,53009,,2018,1,1,0,0,0,0,1,1,0
10098224,utility,10098224,2018-10-09,15/871585,15,15871585,2018-01-15,06085,06085,,2018,0,0,0,0,0,0,0,0,0
10098224,utility,10098224,2018-10-09,15/871585,15,15871585,2018-01-15,06075,06085,,2018,0,0,0,0,0,0,0,0,0
10098224,utility,10098224,2018-10-09,15/871585,15,15871585,2018-01-15,,06085,,2018,0,0,0,0,0,0,0,0,0
10100271,utility,10100271,2018-10-16,15/945482,15,15945482,2018-04-04,37063,06001,,2018,0,0,0,0,0,0,0,0,0
10100271,utility,10100271,2018-10-16,15/945482,15,15945482,2018-04-04,06001,06001,,2018,0,0,0,0,0,0,0,0,0
10101647,utility,10101647,2018-10-16,15/892570,15,15892570,2018-02-09,,,,2018,0,0,0,0,0,0,0,0,0
10102460,utility,10102460,2018-10-16,15/879201,15,15879201,2018-01-24,18107,,,2018,1,0,0,0,0,0,0,1,0
10103736,utility,10103736,2018-10-16,15/886684,15,15886684,2018-02-01,06037,51610,,2018,1,0,0,0,0,0,1,0,0
10103736,utility,10103736,2018-10-16,15/886684,15,15886684,2018-02-01,24510,51610,,2018,1,0,0,0,0,0,1,0,0
10104174,utility,10104174,2018-10-16,15/863039,15,15863039,2018-01-05,34025,10001,,2018,1,0,0,0,1,0,1,1,0
10104332,utility,10104332,2018-10-16,15/961985,15,15961985,2018-04-25,,,,2018,1,0,0,0,0,0,0,0,1
10105542,utility,10105542,2018-10-23,15/861580,15,15861580,2018-01-03,06037,06059,,2018,1,0,0,0,0,0,0,0,1
10105542,utility,10105542,2018-10-23,15/861580,15,15861580,2018-01-03,06059,06059,,2018,1,0,0,0,0,0,0,0,1
10106252,utility,10106252,2018-10-23,15/992038,15,15992038,2018-05-29,53055,,,2018,0,0,0,0,0,0,0,0,0
10106252,utility,10106252,2018-10-23,15/992038,15,15992038,2018-05-29,,,,2018,0,0,0,0,0,0,0,0,0
10106603,utility,10106603,2018-10-23,15/988463,15,15988463,2018-05-24,,,,2018,0,0,0,0,0,0,0,0,0
10107210,utility,10107210,2018-10-23,15/861116,15,15861116,2018-01-03,,,,2018,0,0,0,0,0,0,0,0,0
10107833,utility,10107833,2018-10-23,15/863023,15,15863023,2018-01-05,,,,2018,0,0,0,0,0,0,0,0,0
10109143,utility,10109143,2018-10-23,15/874256,15,15874256,2018-01-18,09001,09001,,2018,0,0,0,0,0,0,0,0,0
10109143,utility,10109143,2018-10-23,15/874256,15,15874256,2018-01-18,34003,09001,,2018,0,0,0,0,0,0,0,0,0
10109143,utility,10109143,2018-10-23,15/874256,15,15874256,2018-01-18,,09001,,2018,0,0,0,0,0,0,0,0,0
10109859,utility,10109859,2018-10-23,15/944354,15,15944354,2018-04-03,48453,48453,,2018,0,0,0,0,0,0,0,0,0
10110768,utility,10110768,2018-10-23,15/966955,15,15966955,2018-04-30,06059,,,2018,1,0,0,0,0,0,0,1,1
10110768,utility,10110768,2018-10-23,15/966955,15,15966955,2018-04-30,06065,,,2018,1,0,0,0,0,0,0,1,1
10110843,utility,10110843,2018-10-23,15/890604,15,15890604,2018-02-07,,,,2018,0,0,0,0,0,0,0,0,0
10110860,utility,10110860,2018-10-23,16/025023,16,16025023,2018-07-02,26139,26125,,2018,1,0,0,0,0,1,0,0,0
10111084,utility,10111084,2018-10-23,15/894818,15,15894818,2018-02-12,,36061,,2018,0,0,0,0,0,0,0,0,0
10112164,utility,10112164,2018-10-30,15/966866,15,15966866,2018-04-30,48039,48039,,2018,0,0,0,0,0,0,0,0,0
10112264,utility,10112264,2018-10-30,15/893034,15,15893034,2018-02-09,,,,2018,0,0,0,0,0,0,0,0,0
10116200,utility,10116200,2018-10-30,15/883709,15,15883709,2018-01-30,,,,2018,0,0,0,0,0,0,0,0,0
10116930,utility,10116930,2018-10-30,15/906989,15,15906989,2018-02-27,18081,06085,,2018,0,0,0,0,0,0,0,0,0
10116930,utility,10116930,2018-10-30,15/906989,15,15906989,2018-02-27,18097,06085,,2018,0,0,0,0,0,0,0,0,0
10116955,utility,10116955,2018-10-30,15/950422,15,15950422,2018-04-11,,36061,,2018,0,0,0,0,0,0,0,0,0
10117410,utility,10117410,2018-11-06,15/924730,15,15924730,2018-03-19,27067,,,2018,0,0,0,0,0,0,0,0,0
10118335,utility,10118335,2018-11-06,15/871445,15,15871445,2018-01-15,42091,39061,,2018,0,0,0,0,0,0,0,0,0
10118335,utility,10118335,2018-11-06,15/871445,15,15871445,2018-01-15,42017,39061,,2018,0,0,0,0,0,0,0,0,0
10118335,utility,10118335,2018-11-06,15/871445,15,15871445,2018-01-15,34035,39061,,2018,0,0,0,0,0,0,0,0,0
10118335,utility,10118335,2018-11-06,15/871445,15,15871445,2018-01-15,34021,39061,,2018,0,0,0,0,0,0,0,0,0
10118335,utility,10118335,2018-11-06,15/871445,15,15871445,2018-01-15,42029,39061,,2018,0,0,0,0,0,0,0,0,0
10118937,utility,10118937,2018-11-06,15/860949,15,15860949,2018-01-03,,,,2018,0,0,0,0,0,0,0,0,0
10120662,utility,10120662,2018-11-06,15/908573,15,15908573,2018-02-28,06081,06085,,2018,1,0,0,0,0,0,1,1,1
10120662,utility,10120662,2018-11-06,15/908573,15,15908573,2018-02-28,06075,06085,,2018,1,0,0,0,0,0,1,1,1
10120662,utility,10120662,2018-11-06,15/908573,15,15908573,2018-02-28,06085,06085,,2018,1,0,0,0,0,0,1,1,1
10120662,utility,10120662,2018-11-06,15/908573,15,15908573,2018-02-28,51003,06085,,2018,1,0,0,0,0,0,1,1,1
10122042,utility,10122042,2018-11-06,15/867764,15,15867764,2018-01-11,,,,2018,1,0,0,0,0,0,1,0,0
10122454,utility,10122454,2018-11-06,15/959940,15,15959940,2018-04-23,51059,13247,,2018,0,0,0,0,0,0,0,0,0
10122454,utility,10122454,2018-11-06,15/959940,15,15959940,2018-04-23,12115,13247,,2018,0,0,0,0,0,0,0,0,0
10122839,utility,10122839,2018-11-06,15/896250,15,15896250,2018-02-14,06081,06081,,2018,0,0,0,0,0,0,0,0,0
10123303,utility,10123303,2018-11-06,15/975365,15,15975365,2018-05-09,37183,,,2018,0,0,0,0,0,0,0,0,0
10123303,utility,10123303,2018-11-06,15/975365,15,15975365,2018-05-09,,,,2018,0,0,0,0,0,0,0,0,0
10123392,utility,10123392,2018-11-06,15/885535,15,15885535,2018-01-31,,,,2018,0,0,0,0,0,0,0,0,0
10123597,utility,10123597,2018-11-13,15/867726,15,15867726,2018-01-11,12099,,,2018,0,0,0,0,0,0,0,0,0
10123758,utility,10123758,2018-11-13,15/898829,15,15898829,2018-02-19,,,,2018,1,1,0,0,0,1,1,0,1
10123817,utility,10123817,2018-11-13,15/904768,15,15904768,2018-02-26,27123,,,2018,0,0,0,0,0,0,0,0,0
10123873,utility,10123873,2018-11-13,15/865929,15,15865929,2018-01-09,06059,06059,,2018,0,0,0,0,0,0,0,0,0
10123873,utility,10123873,2018-11-13,15/865929,15,15865929,2018-01-09,06037,06059,,2018,0,0,0,0,0,0,0,0,0
10124715,utility,10124715,2018-11-13,15/892636,15,15892636,2018-02-09,,,,2018,0,0,0,0,0,0,0,0,0
10125030,utility,10125030,2018-11-13,16/034395,16,16034395,2018-07-13,,,,2018,0,0,0,0,0,0,0,0,0
10125254,utility,10125254,2018-11-13,15/987335,15,15987335,2018-05-23,,,,2018,0,0,0,0,0,0,0,0,0
10125254,utility,10125254,2018-11-13,15/987335,15,15987335,2018-05-23,25027,,,2018,0,0,0,0,0,0,0,0,0
10125301,utility,10125301,2018-11-13,15/914556,15,15914556,2018-03-07,,,,2018,0,0,0,0,0,0,0,0,0
10126575,utility,10126575,2018-11-13,16/038638,16,16038638,2018-07-18,08013,06037,,2018,0,0,0,0,0,0,0,0,0
10126575,utility,10126575,2018-11-13,16/038638,16,16038638,2018-07-18,,06037,,2018,0,0,0,0,0,0,0,0,0
10127437,utility,10127437,2018-11-13,15/883505,15,15883505,2018-01-30,06065,06001,,2018,1,1,0,0,0,1,0,0,0
10127467,utility,10127467,2018-11-13,15/867384,15,15867384,2018-01-10,17113,17113,,2018,1,0,0,0,0,0,1,0,0
10127467,utility,10127467,2018-11-13,15/867384,15,15867384,2018-01-10,06075,17113,,2018,1,0,0,0,0,0,1,0,0
10128213,utility,10128213,2018-11-13,15/912039,15,15912039,2018-03-05,,,,2018,0,0,0,0,0,0,0,0,0
10128861,utility,10128861,2018-11-13,15/952588,15,15952588,2018-04-13,,,,2018,0,0,0,0,0,0,0,0,0
10128954,utility,10128954,2018-11-13,15/900357,15,15900357,2018-02-20,06059,06073,,2018,0,0,0,0,0,0,0,0,0
10128954,utility,10128954,2018-11-13,15/900357,15,15900357,2018-02-20,53061,06073,,2018,0,0,0,0,0,0,0,0,0
10128954,utility,10128954,2018-11-13,15/900357,15,15900357,2018-02-20,06073,06073,,2018,0,0,0,0,0,0,0,0,0
10129441,utility,10129441,2018-11-13,15/950092,15,15950092,2018-04-10,,,,2018,0,0,0,0,0,0,0,0,0
10129514,utility,10129514,2018-11-13,15/885296,15,15885296,2018-01-31,06081,06085,,2018,1,0,0,0,0,1,0,0,0
10129514,utility,10129514,2018-11-13,15/885296,15,15885296,2018-01-31,06085,06085,,2018,1,0,0,0,0,1,0,0,0
10129675,utility,10129675,2018-11-13,15/872979,15,15872979,2018-01-16,06037,06083,,2018,0,0,0,0,0,0,0,0,0
10129712,utility,10129712,2018-11-13,15/927392,15,15927392,2018-03-21,,,,2018,0,0,0,0,0,0,0,0,0
10129983,utility,10129983,2018-11-13,15/862693,15,15862693,2018-01-05,,,,2018,0,0,0,0,0,0,0,0,0
10130936,utility,10130936,2018-11-20,15/882559,15,15882559,2018-01-29,,,,2018,0,0,0,0,0,0,0,0,0
10132019,utility,10132019,2018-11-20,15/879520,15,15879520,2018-01-25,,,,2018,0,0,0,0,0,0,0,0,0
10132351,utility,10132351,2018-11-20,15/898927,15,15898927,2018-02-19,,,,2018,0,0,0,0,0,0,0,0,0
10133234,utility,10133234,2018-11-20,15/886066,15,15886066,2018-02-01,,,,2018,0,0,0,0,0,0,0,0,0
10133556,utility,10133556,2018-11-20,15/982109,15,15982109,2018-05-17,48085,17113,,2018,1,0,0,0,0,0,0,1,0
10133556,utility,10133556,2018-11-20,15/982109,15,15982109,2018-05-17,17113,17113,,2018,1,0,0,0,0,0,0,1,0
10134244,utility,10134244,2018-11-20,15/969823,15,15969823,2018-05-03,13117,10003,,2018,0,0,0,0,0,0,0,0,0
10134405,utility,10134405,2018-11-20,16/019233,16,16019233,2018-06-26,,06075,,2018,0,0,0,0,0,0,0,0,0
10134433,utility,10134433,2018-11-20,15/920782,15,15920782,2018-03-14,,,,2018,0,0,0,0,0,0,0,0,0
10134458,utility,10134458,2018-11-20,15/865045,15,15865045,2018-01-08,,,,2018,0,0,0,0,0,0,0,0,0
10134841,utility,10134841,2018-11-20,15/871725,15,15871725,2018-01-15,,,,2018,0,0,0,0,0,0,0,0,0
10135020,utility,10135020,2018-11-20,15/862613,15,15862613,2018-01-04,,,,2018,0,0,0,0,0,0,0,0,0
10135168,utility,10135168,2018-11-20,15/905806,15,15905806,2018-02-26,26125,17043,,2018,0,0,0,0,0,0,0,0,0
10135523,utility,10135523,2018-11-20,15/954049,15,15954049,2018-04-16,06059,17031,,2018,1,0,0,0,0,0,1,0,0
10135523,utility,10135523,2018-11-20,15/954049,15,15954049,2018-04-16,06037,17031,,2018,1,0,0,0,0,0,1,0,0
10136223,utility,10136223,2018-11-20,15/964500,15,15964500,2018-04-27,,,,2018,0,0,0,0,0,0,0,0,0
10137865,utility,10137865,2018-11-27,15/886666,15,15886666,2018-02-01,,,,2018,0,0,0,0,0,0,0,0,0
10138176,utility,10138176,2018-11-27,15/886408,15,15886408,2018-02-01,34019,34019,,2018,0,0,0,0,0,0,0,0,0
10138176,utility,10138176,2018-11-27,15/886408,15,15886408,2018-02-01,,34019,,2018,0,0,0,0,0,0,0,0,0
10138176,utility,10138176,2018-11-27,15/886408,15,15886408,2018-02-01,48201,34019,,2018,0,0,0,0,0,0,0,0,0
10138404,utility,10138404,2018-11-27,16/035275,16,16035275,2018-07-13,,,,2018,0,0,0,0,0,0,0,0,0
10138539,utility,10138539,2018-11-27,15/944446,15,15944446,2018-04-03,06085,,,2018,0,0,0,0,0,0,0,0,0
10139718,utility,10139718,2018-11-27,15/892703,15,15892703,2018-02-09,,,,2018,0,0,0,0,0,0,0,0,0
10140010,utility,10140010,2018-11-27,15/881473,15,15881473,2018-01-26,,36119,,2018,0,0,0,0,0,0,0,0,0
10140028,utility,10140028,2018-11-27,15/957120,15,15957120,2018-04-19,,,,2018,0,0,0,0,0,0,0,0,0
10140492,utility,10140492,2018-11-27,16/045650,16,16045650,2018-07-25,,11001,,2018,1,0,0,0,0,1,0,0,0
10140544,utility,10140544,2018-11-27,15/943392,15,15943392,2018-04-02,29161,06073,,2018,1,1,0,0,1,1,1,1,1
10140544,utility,10140544,2018-11-27,15/943392,15,15943392,2018-04-02,06073,06073,,2018,1,1,0,0,1,1,1,1,1
10140762,utility,10140762,2018-11-27,15/865959,15,15865959,2018-01-09,,,,2018,1,0,0,0,0,1,1,0,0
10141013,utility,10141013,2018-11-27,15/911545,15,15911545,2018-03-05,,,,2018,0,0,0,0,0,0,0,0,0
10141864,utility,10141864,2018-11-27,15/956178,15,15956178,2018-04-18,,,,2018,0,0,0,0,0,0,0,0,0
10142485,utility,10142485,2018-11-27,16/040162,16,16040162,2018-07-19,12021,51059,,2018,1,0,0,0,1,0,0,0,0
10142485,utility,10142485,2018-11-27,16/040162,16,16040162,2018-07-19,51600,51059,,2018,1,0,0,0,1,0,0,0,0
10143023,utility,10143023,2018-11-27,15/864596,15,15864596,2018-01-08,36001,53033,,2018,0,0,0,0,0,0,0,0,0
10143023,utility,10143023,2018-11-27,15/864596,15,15864596,2018-01-08,,53033,,2018,0,0,0,0,0,0,0,0,0
10143023,utility,10143023,2018-11-27,15/864596,15,15864596,2018-01-08,53033,53033,,2018,0,0,0,0,0,0,0,0,0
10143451,utility,10143451,2018-12-04,15/915524,15,15915524,2018-03-08,27053,27053,,2018,0,0,0,0,0,0,0,0,0
10143451,utility,10143451,2018-12-04,15/915524,15,15915524,2018-03-08,,27053,,2018,0,0,0,0,0,0,0,0,0
10143451,utility,10143451,2018-12-04,15/915524,15,15915524,2018-03-08,27163,27053,,2018,0,0,0,0,0,0,0,0,0
10143585,utility,10143585,2018-12-04,15/971680,15,15971680,2018-05-04,27163,48085,,2018,0,0,0,0,0,0,0,0,0
10143585,utility,10143585,2018-12-04,15/971680,15,15971680,2018-05-04,12011,48085,,2018,0,0,0,0,0,0,0,0,0
10143585,utility,10143585,2018-12-04,15/971680,15,15971680,2018-05-04,48085,48085,,2018,0,0,0,0,0,0,0,0,0
10144363,utility,10144363,2018-12-04,15/919650,15,15919650,2018-03-13,,,,2018,0,0,0,0,0,0,0,0,0
10144588,utility,10144588,2018-12-04,15/861751,15,15861751,2018-01-04,,53033,,2018,0,0,0,0,0,0,0,0,0
10145137,utility,10145137,2018-12-04,15/891786,15,15891786,2018-02-08,12117,,,2018,0,0,0,0,0,0,0,0,0
