2020,39021,39021,OH,CHAMPAIGN,3,6,5,27.1,127,72.7,58,4,0.27,3.287,-0.47656,-0.73791,0.35118,-0.13736,-0.73966,-0.61113,-2.35,2
2021,39023,39023,OH,CLARK,3,2,2,28.1,127,74.6,58,4,0.94,4.544,-0.39383,-0.73791,-0.07356,-0.13736,-0.73966,0.05448,-2.03,3
2022,39025,39025,OH,CLERMONT,3,0,1,32.1,129,76.2,58,14,1.24,4.821,-0.06293,-0.67769,-0.15924,-0.13736,0.77701,0.20092,-0.06,3
2023,39027,39027,OH,CLINTON,3,6,3,29.9,129,74.1,58,4,0.34,3.532,-0.24493,-0.67769,0.21591,-0.13736,-0.73966,-0.48132,-2.07,3
2024,39029,39029,OH,COLUMBIANA,3,2,2,26.7,102,70.5,62,19,0.5,3.917,-0.50965,-1.49063,0.90826,-0.41119,1.53535,-0.27749,-0.25,3
2025,39031,39031,OH,COSHOCTON,3,6,3,29.2,102,73.1,63,18,0.61,4.116,-0.30283,-1.49063,0.4245,-0.47965,1.38368,-0.1723,-0.64,3
2026,39033,39033,OH,CRAWFORD,3,3,2,26.3,113,72.1,62,2,0.13,2.558,-0.54274,-1.15943,0.4436,-0.41119,-1.043,-0.99705,-3.71,2
2027,39035,39035,OH,CUYAHOGA,3,0,1,26.9,92,71.4,62,5,63.21,8.752,-0.4931,-1.79172,0.6835,-0.41119,-0.588,1.97493,-0.63,3
2028,39037,39037,OH,DARKE,3,6,5,26.8,127,72.5,58,2,0.08,2.036,-0.50138,-0.73791,0.37912,-0.13736,-1.043,-1.27316,-3.31,2
2029,39039,39039,OH,DEFIANCE,3,4,5,26.2,134,73.9,61,2,0.72,4.279,-0.55101,-0.52714,-0.04899,-0.34273,-1.043,-0.08585,-2.6,2
2030,39041,39041,OH,DELAWARE,3,1,1,27.6,115,73.1,60,4,2.95,5.687,-0.4352,-1.09921,0.28669,-0.27427,-0.73966,0.65925,-1.6,3
2031,39043,39043,OH,ERIE,3,4,3,27.4,113,74.2,62,2,59.33,8.688,-0.45174,-1.15943,-0.0263,-0.41119,-1.043,2.18232,-0.91,3
2032,39045,39045,OH,FAIRFIELD,3,1,1,29.5,115,73.6,60,18,0.56,4.023,-0.27802,-1.09921,0.3159,-0.27427,1.38368,-0.22174,-0.17,3
2033,39047,39047,OH,FAYETTE,3,6,3,29.4,115,73.9,60,4,0.12,2.508,-0.28629,-1.09921,0.22662,-0.27427,-0.73966,-1.02338,-3.2,2
2034,39049,39049,OH,FRANKLIN,3,0,1,28.4,115,73.6,60,4,0.62,4.13,-0.36902,-1.09921,0.22116,-0.27427,-0.73966,-0.16461,-2.43,2
2035,39051,39051,OH,FULTON,3,2,2,24.4,134,72.0,61,2,0.13,2.584,-0.69992,-0.52714,0.30684,-0.34273,-1.043,-0.98297,-3.29,2
2036,39053,39053,OH,GALLIA,3,6,6,33.7,98,75.5,67,18,0.5,3.914,0.06943,-1.61107,0.16678,-0.75347,1.38368,-0.27929,-1.02,3
2037,39055,39055,OH,GEAUGA,3,1,1,26.9,92,71.4,62,5,1.12,4.717,-0.4931,-1.79172,0.6835,-0.41119,-0.588,0.14579,-2.45,2
2038,39057,39057,OH,GREENE,3,2,2,29.6,129,73.4,58,4,0.32,3.457,-0.26974,-0.67769,0.37829,-0.13736,-0.73966,-0.52125,-1.97,3
2039,39059,39059,OH,GUERNSEY,3,7,7,30.2,115,73.1,59,18,1.19,4.778,-0.22011,-1.09921,0.51063,-0.20582,1.38368,0.17815,0.55,4
2040,39061,39061,OH,HAMILTON,3,0,1,32.1,129,76.2,58,5,1.31,4.877,-0.06293,-0.67769,-0.15924,-0.13736,-0.588,0.2308,-1.39,3
2041,39063,39063,OH,HANCOCK,3,4,5,25.8,134,72.7,61,2,0.42,3.737,-0.5841,-0.52714,0.23921,-0.34273,-1.043,-0.37283,-2.63,2
2042,39065,39065,OH,HARDIN,3,6,6,26.6,127,72.6,58,2,0.05,1.67,-0.51792,-0.73791,0.335,-0.13736,-1.043,-1.46695,-3.57,2
2043,39067,39067,OH,HARRISON,3,6,6,28.9,102,72.9,62,18,1.76,5.173,-0.32765,-1.49063,0.45244,-0.41119,1.38368,0.38736,-0.01,3
