,reissue,,2021-01-12,29/722734,29,29722734,2020-01-31,26163,21227,,2021,,,,,,,,,
10779683,utility,10779683,2020-09-22,16/861179,16,16861179,2020-04-28,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-01-12,16/863384,16,16863384,2020-04-30,34021,,ACYCLIC OR CARBOCYCLIC COMPOUNDS,2021,,,,,,,,,
10779683,utility,10779683,2020-09-22,16/861179,16,16861179,2020-04-28,06037,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-01-12,16/863384,16,16863384,2020-04-30,34021,,,2021,,,,,,,,,
10784176,utility,10784176,2020-09-22,16/801781,16,16801781,2020-02-26,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-02-09,16/881822,16,16881822,2020-05-22,,,STATIC STORES,2021,,,,,,,,,
10788162,utility,10788162,2020-09-29,16/818309,16,16818309,2020-03-13,51710,51550,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-03-02,16/850234,16,16850234,2020-04-16,,,"ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS ; ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT PUMPS",2021,,,,,,,,,
10789461,utility,10789461,2020-09-29,16/743175,16,16743175,2020-01-15,,06075,,2020,1,0,0,1,0,0,1,1,0
,reissue,,2021-03-23,16/804630,16,16804630,2020-02-28,,,SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR,2021,,,,,,,,,
10791011,utility,10791011,2020-09-29,16/795756,16,16795756,2020-02-20,,06037,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-04-13,29/723878,29,29723878,2020-02-11,34017,34017,,2021,,,,,,,,,
10800738,utility,10800738,2020-10-13,16/749744,16,16749744,2020-01-22,,25017,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-04-20,29/729403,29,29729403,2020-03-26,06037,06037,,2021,,,,,,,,,
10800738,utility,10800738,2020-10-13,16/749744,16,16749744,2020-01-22,25027,25017,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-04-20,29/729409,29,29729409,2020-03-26,06037,06037,,2021,,,,,,,,,
10805443,utility,10805443,2020-10-13,16/784284,16,16784284,2020-02-07,,,,2020,1,0,0,0,1,0,0,0,0
,reissue,,2021-04-27,29/733763,29,29733763,2020-05-06,06037,06037,,2021,,,,,,,,,
10824197,utility,10824197,2020-11-03,16/845536,16,16845536,2020-04-10,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-04-27,29/723371,29,29723371,2020-02-06,06071,06085,,2021,,,,,,,,,
10824370,utility,10824370,2020-11-03,16/778578,16,16778578,2020-01-31,06081,06081,,2020,1,0,0,0,0,0,0,0,1
,reissue,,2021-04-27,29/723371,29,29723371,2020-02-06,06081,06085,,2021,,,,,,,,,
10841187,utility,10841187,2020-11-17,16/813537,16,16813537,2020-03-09,,06075,,2020,1,0,0,0,0,0,1,1,1
,reissue,,2021-06-15,16/749698,16,16749698,2020-01-28,,,"DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR",2021,,,,,,,,,
10841187,utility,10841187,2020-11-17,16/813537,16,16813537,2020-03-09,06075,06075,,2020,1,0,0,0,0,0,1,1,1
,reissue,,2021-06-15,16/776438,16,16776438,2020-01-29,06075,06085,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10847164,utility,10847164,2020-11-24,16/790621,16,16790621,2020-02-13,06083,06083,,2020,1,0,0,1,1,0,0,1,1
,reissue,,2021-07-06,29/760128,29,29760128,2020-11-30,,,,2021,,,,,,,,,
10847607,utility,10847607,2020-11-24,16/750630,16,16750630,2020-01-23,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-06,29/720033,29,29720033,2020-01-09,,55101,,2021,,,,,,,,,
10848442,utility,10848442,2020-11-24,16/892177,16,16892177,2020-06-03,,06085,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,,25025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
10848442,utility,10848442,2020-11-24,16/892177,16,16892177,2020-06-03,06085,06085,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,,25025,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10855826,utility,10855826,2020-12-01,16/735221,16,16735221,2020-01-06,06037,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,36119,25025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
10855826,utility,10855826,2020-12-01,16/735221,16,16735221,2020-01-06,45019,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,,25025,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10858361,utility,10858361,2020-12-08,15/929363,15,15929363,2020-04-28,42003,42003,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,36119,25025,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10861411,utility,10861411,2020-12-08,16/741798,16,16741798,2020-01-14,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-07-27,16/940577,16,16940577,2020-07-28,36119,25025,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10865197,utility,10865197,2020-12-15,16/874715,16,16874715,2020-05-15,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,34003,25025,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10868202,utility,10868202,2020-12-15,16/845471,16,16845471,2020-04-10,36103,36001,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,34003,25025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
10869890,utility,10869890,2020-12-22,16/871156,16,16871156,2020-05-11,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36119,25025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
10869890,utility,10869890,2020-12-22,16/871156,16,16871156,2020-05-11,48039,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36119,25025,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10871018,utility,10871018,2020-12-22,16/936750,16,16936750,2020-07-23,06037,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,34003,25025,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10871602,utility,10871602,2020-12-22,16/886220,16,16886220,2020-05-28,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36119,25025,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10872947,utility,10872947,2020-12-22,16/856139,16,16856139,2020-04-23,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36061,25025,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION",2021,,,,,,,,,
10877166,utility,10877166,2020-12-29,16/994749,16,16994749,2020-08-17,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36061,25025,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",2021,,,,,,,,,
10877385,utility,10877385,2020-12-29,16/900770,16,16900770,2020-06-12,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-10,16/940585,16,16940585,2020-07-28,36061,25025,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10878239,utility,10878239,2020-12-29,16/805525,16,16805525,2020-02-28,,,,2020,1,1,0,0,0,1,1,1,0
,reissue,,2021-08-17,16/901618,16,16901618,2020-06-15,,,"OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS",2021,,,,,,,,,
10880140,utility,10880140,2020-12-29,16/795627,16,16795627,2020-02-20,,,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-17,16/901618,16,16901618,2020-06-15,,,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE OR TREATMENT OF NANOSTRUCTURES,2021,,,,,,,,,
10880711,utility,10880711,2020-12-29,16/799960,16,16799960,2020-02-25,53033,20091,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-17,16/901618,16,16901618,2020-06-15,,,"DEVICES OR ARRANGEMENTS, THE OPTICAL OPERATION OF WHICH IS MODIFIED BY CHANGING THE OPTICAL PROPERTIES OF THE MEDIUM OF THE DEVICES OR ARRANGEMENTS FOR THE CONTROL OF THE INTENSITY, COLOUR, PHASE, POLARISATION OR DIRECTION OF LIGHT, e.g. SWITCHING, GATING, MODULATING OR DEMODULATING; TECHNIQUES OR PROCEDURES FOR THE OPERATION THEREOF; FREQUENCY-CHANGING; NON-LINEAR OPTICS; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS",2021,,,,,,,,,
10880902,utility,10880902,2020-12-29,16/773375,16,16773375,2020-01-27,17031,17031,,2020,0,0,0,0,0,0,0,0,0
,reissue,,2021-08-17,16/901618,16,16901618,2020-06-15,,,TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS,2021,,,,,,,,,
10882646,utility,10882646,2021-01-05,16/741206,16,16741206,2020-01-13,,48201,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR,2021,,,,,,,,,
,reissue,,2021-08-17,16/876973,16,16876973,2020-05-18,27019,,"IMAGE DATA PROCESSING OR GENERATION, IN GENERAL",2021,,,,,,,,,
10882646,utility,10882646,2021-01-05,16/741206,16,16741206,2020-01-13,48201,48201,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR,2021,,,,,,,,,
,reissue,,2021-08-17,16/876973,16,16876973,2020-05-18,27019,,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION,2021,,,,,,,,,
10882646,utility,10882646,2021-01-05,16/741206,16,16741206,2020-01-13,48167,48201,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR,2021,,,,,,,,,
,reissue,,2021-08-17,16/876973,16,16876973,2020-05-18,,,ELECTRIC DIGITAL DATA PROCESSING,2021,,,,,,,,,
10883915,utility,10883915,2021-01-05,16/848701,16,16848701,2020-04-14,,,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES,2021,,,,,,,,,
,reissue,,2021-08-17,16/876973,16,16876973,2020-05-18,27053,,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION,2021,,,,,,,,,
