9439197,utility,9439197,2016-09-06,15/085573,15,15085573,2016-03-30,06075,06085,,2016,0,0,0,0,0,0,0,0,0
9439888,utility,9439888,2016-09-13,15/005773,15,15005773,2016-01-25,06081,06081,,2016,0,0,0,0,0,0,0,0,0
9442970,utility,9442970,2016-09-13,14/989977,14,14989977,2016-01-07,,36119,,2016,1,0,0,1,0,0,0,1,0
9442970,utility,9442970,2016-09-13,14/989977,14,14989977,2016-01-07,51775,36119,,2016,1,0,0,1,0,0,0,1,0
9443825,utility,9443825,2016-09-13,15/018896,15,15018896,2016-02-09,,,,2016,0,0,0,0,0,0,0,0,0
9444480,utility,9444480,2016-09-13,15/053238,15,15053238,2016-02-25,53033,17031,,2016,0,0,0,0,0,0,0,0,0
9444480,utility,9444480,2016-09-13,15/053238,15,15053238,2016-02-25,06059,17031,,2016,0,0,0,0,0,0,0,0,0
9449213,utility,9449213,2016-09-20,15/042426,15,15042426,2016-02-12,45045,,,2016,0,0,0,0,0,0,0,0,0
9451797,utility,9451797,2016-09-27,15/188901,15,15188901,2016-06-21,,,,2016,0,0,0,0,0,0,0,0,0
9452161,utility,9452161,2016-09-27,15/016528,15,15016528,2016-02-05,06085,06081,,2016,0,0,0,0,0,0,0,0,0
9452161,utility,9452161,2016-09-27,15/016528,15,15016528,2016-02-05,06081,06081,,2016,0,0,0,0,0,0,0,0,0
9455043,utility,9455043,2016-09-27,15/075768,15,15075768,2016-03-21,,16001,,2016,0,0,0,0,0,0,0,0,0
9455043,utility,9455043,2016-09-27,15/075768,15,15075768,2016-03-21,06085,16001,,2016,0,0,0,0,0,0,0,0,0
9455051,utility,9455051,2016-09-27,15/071338,15,15071338,2016-03-16,,,,2016,0,0,0,0,0,0,0,0,0
9455665,utility,9455665,2016-09-27,15/005139,15,15005139,2016-01-25,,,,2016,0,0,0,0,0,0,0,0,0
9455734,utility,9455734,2016-09-27,15/018127,15,15018127,2016-02-08,,,,2016,1,0,0,0,0,0,0,0,1
9455958,utility,9455958,2016-09-27,15/055393,15,15055393,2016-02-26,06001,06085,,2016,0,0,0,0,0,0,0,0,0
9455958,utility,9455958,2016-09-27,15/055393,15,15055393,2016-02-26,06085,06085,,2016,0,0,0,0,0,0,0,0,0
9456081,utility,9456081,2016-09-27,15/077111,15,15077111,2016-03-22,,36119,,2016,1,0,0,0,0,0,0,1,0
9456382,utility,9456382,2016-09-27,14/987741,14,14987741,2016-01-04,34025,13121,,2016,0,0,0,0,0,0,0,0,0
9456432,utility,9456432,2016-09-27,15/093322,15,15093322,2016-04-07,48085,48113,,2016,0,0,0,0,0,0,0,0,0
9456533,utility,9456533,2016-09-27,15/057235,15,15057235,2016-03-01,,,,2016,0,0,0,0,0,0,0,0,0
9459808,utility,9459808,2016-10-04,14/993315,14,14993315,2016-01-12,06085,36119,,2016,0,0,0,0,0,0,0,0,0
9459808,utility,9459808,2016-10-04,14/993315,14,14993315,2016-01-12,04019,36119,,2016,0,0,0,0,0,0,0,0,0
9461681,utility,9461681,2016-10-04,15/169913,15,15169913,2016-06-01,,,,2016,0,0,0,0,0,0,0,0,0
9462096,utility,9462096,2016-10-04,15/059588,15,15059588,2016-03-03,06073,48085,,2016,0,0,0,0,0,0,0,0,0
9463000,utility,9463000,2016-10-11,15/141604,15,15141604,2016-04-28,,27053,,2016,0,0,0,0,0,0,0,0,0
9463000,utility,9463000,2016-10-11,15/141604,15,15141604,2016-04-28,25017,27053,,2016,0,0,0,0,0,0,0,0,0
9463380,utility,9463380,2016-10-11,15/009555,15,15009555,2016-01-28,44009,06059,,2016,0,0,0,0,0,0,0,0,0
9463380,utility,9463380,2016-10-11,15/009555,15,15009555,2016-01-28,06059,06059,,2016,0,0,0,0,0,0,0,0,0
9465676,utility,9465676,2016-10-11,15/061479,15,15061479,2016-03-04,06037,06085,,2016,1,0,0,0,0,0,1,1,1
9465676,utility,9465676,2016-10-11,15/061479,15,15061479,2016-03-04,,06085,,2016,1,0,0,0,0,0,1,1,1
9465788,utility,9465788,2016-10-11,14/993829,14,14993829,2016-01-12,06041,06075,,2016,1,0,0,1,0,0,1,1,0
9465788,utility,9465788,2016-10-11,14/993829,14,14993829,2016-01-12,06075,06075,,2016,1,0,0,1,0,0,1,1,0
9465788,utility,9465788,2016-10-11,14/993829,14,14993829,2016-01-12,48453,06075,,2016,1,0,0,1,0,0,1,1,0
9466213,utility,9466213,2016-10-11,15/013869,15,15013869,2016-02-02,27053,27053,,2016,0,0,0,0,0,0,0,0,0
9466367,utility,9466367,2016-10-11,15/131142,15,15131142,2016-04-18,06085,,,2016,0,0,0,0,0,0,0,0,0
9466471,utility,9466471,2016-10-11,15/098200,15,15098200,2016-04-13,,,,2016,0,0,0,0,0,0,0,0,0
9467418,utility,9467418,2016-10-11,15/056298,15,15056298,2016-02-29,06083,37063,,2016,0,0,0,0,0,0,0,0,0
9467418,utility,9467418,2016-10-11,15/056298,15,15056298,2016-02-29,06111,37063,,2016,0,0,0,0,0,0,0,0,0
9467713,utility,9467713,2016-10-11,15/062487,15,15062487,2016-03-07,,,,2016,1,0,0,0,0,0,1,0,0
9468164,utility,9468164,2016-10-18,15/051261,15,15051261,2016-02-23,08013,08013,,2016,0,0,0,0,0,0,0,0,0
9469395,utility,9469395,2016-10-18,15/069620,15,15069620,2016-03-14,51510,,,2016,0,0,0,0,0,0,0,0,0
9469395,utility,9469395,2016-10-18,15/069620,15,15069620,2016-03-14,51059,,,2016,0,0,0,0,0,0,0,0,0
9469776,utility,9469776,2016-10-18,15/014069,15,15014069,2016-02-03,,42101,,2016,0,0,0,0,0,0,0,0,0
9469776,utility,9469776,2016-10-18,15/014069,15,15014069,2016-02-03,42091,42101,,2016,0,0,0,0,0,0,0,0,0
9469776,utility,9469776,2016-10-18,15/014069,15,15014069,2016-02-03,42017,42101,,2016,0,0,0,0,0,0,0,0,0
9470019,utility,9470019,2016-10-18,14/997511,14,14997511,2016-01-16,01097,,,2016,0,0,0,0,0,0,0,0,0
9471413,utility,9471413,2016-10-18,15/004957,15,15004957,2016-01-24,,,,2016,1,0,0,0,0,1,1,0,1
9471665,utility,9471665,2016-10-18,14/993328,14,14993328,2016-01-12,37129,37129,,2016,1,0,0,0,0,0,1,1,1
9471796,utility,9471796,2016-10-18,15/062431,15,15062431,2016-03-07,37025,36119,,2016,1,0,0,0,0,0,1,0,0
9471796,utility,9471796,2016-10-18,15/062431,15,15062431,2016-03-07,37119,36119,,2016,1,0,0,0,0,0,1,0,0
9471796,utility,9471796,2016-10-18,15/062431,15,15062431,2016-03-07,21067,36119,,2016,1,0,0,0,0,0,1,0,0
9471903,utility,9471903,2016-10-18,15/140708,15,15140708,2016-04-28,37183,36119,,2016,1,0,0,0,0,0,0,1,0
9471903,utility,9471903,2016-10-18,15/140708,15,15140708,2016-04-28,37063,36119,,2016,1,0,0,0,0,0,0,1,0
9471935,utility,9471935,2016-10-18,14/986986,14,14986986,2016-01-04,06075,,,2016,0,0,0,0,0,0,0,0,0
9471935,utility,9471935,2016-10-18,14/986986,14,14986986,2016-01-04,26081,,,2016,0,0,0,0,0,0,0,0,0
9471935,utility,9471935,2016-10-18,14/986986,14,14986986,2016-01-04,06085,,,2016,0,0,0,0,0,0,0,0,0
9472307,utility,9472307,2016-10-18,15/053989,15,15053989,2016-02-25,,,,2016,0,0,0,0,0,0,0,0,0
9472534,utility,9472534,2016-10-18,15/099783,15,15099783,2016-04-15,,,,2016,0,0,0,0,0,0,0,0,0
9473995,utility,9473995,2016-10-18,14/991585,14,14991585,2016-01-08,20091,20091,,2016,0,0,0,0,0,0,0,0,0
9476680,utility,9476680,2016-10-25,14/986999,14,14986999,2016-01-04,04013,,,2016,0,0,0,0,0,0,0,0,0
9477438,utility,9477438,2016-10-25,15/017865,15,15017865,2016-02-08,06037,06037,,2016,0,0,0,0,0,0,0,0,0
9477438,utility,9477438,2016-10-25,15/017865,15,15017865,2016-02-08,,06037,,2016,0,0,0,0,0,0,0,0,0
9478649,utility,9478649,2016-10-25,15/016258,15,15016258,2016-02-04,,,,2016,0,0,0,0,0,0,0,0,0
9480651,utility,9480651,2016-11-01,15/058228,15,15058228,2016-03-02,12099,12099,,2016,0,0,0,0,0,0,0,0,0
9481009,utility,9481009,2016-11-01,15/054825,15,15054825,2016-02-26,04013,,,2016,0,0,0,0,0,0,0,0,0
9482807,utility,9482807,2016-11-01,14/987407,14,14987407,2016-01-04,27163,,,2016,0,0,0,0,0,0,0,0,0
9482965,utility,9482965,2016-11-01,15/144368,15,15144368,2016-05-02,27139,06085,,2016,0,0,0,0,0,0,0,0,0
9482965,utility,9482965,2016-11-01,15/144368,15,15144368,2016-05-02,27053,06085,,2016,0,0,0,0,0,0,0,0,0
9482965,utility,9482965,2016-11-01,15/144368,15,15144368,2016-05-02,,06085,,2016,0,0,0,0,0,0,0,0,0
9483206,utility,9483206,2016-11-01,15/064342,15,15064342,2016-03-08,27109,36119,,2016,0,0,0,0,0,0,0,0,0
9483760,utility,9483760,2016-11-01,15/008177,15,15008177,2016-01-27,06075,06075,,2016,1,0,0,1,1,1,1,1,1
9483760,utility,9483760,2016-11-01,15/008177,15,15008177,2016-01-27,06085,06075,,2016,1,0,0,1,1,1,1,1,1
9484945,utility,9484945,2016-11-01,15/146890,15,15146890,2016-05-05,,,,2016,0,0,0,0,0,0,0,0,0
9487959,utility,9487959,2016-11-08,15/044907,15,15044907,2016-02-16,48113,,,2016,0,0,0,0,0,0,0,0,0
9487959,utility,9487959,2016-11-08,15/044907,15,15044907,2016-02-16,48439,,,2016,0,0,0,0,0,0,0,0,0
9488407,utility,9488407,2016-11-08,15/153124,15,15153124,2016-05-12,,09001,,2016,0,0,0,0,0,0,0,0,0
9488407,utility,9488407,2016-11-08,15/153124,15,15153124,2016-05-12,36029,09001,,2016,0,0,0,0,0,0,0,0,0
9489198,utility,9489198,2016-11-08,15/015991,15,15015991,2016-02-04,53053,06085,,2016,1,0,0,0,0,0,1,0,0
9489198,utility,9489198,2016-11-08,15/015991,15,15015991,2016-02-04,,06085,,2016,1,0,0,0,0,0,1,0,0
9489198,utility,9489198,2016-11-08,15/015991,15,15015991,2016-02-04,06085,06085,,2016,1,0,0,0,0,0,1,0,0
9489198,utility,9489198,2016-11-08,15/015991,15,15015991,2016-02-04,04013,06085,,2016,1,0,0,0,0,0,1,0,0
9489891,utility,9489891,2016-11-08,14/993174,14,14993174,2016-01-12,,,,2016,0,0,0,0,0,0,0,0,0
9489992,utility,9489992,2016-11-08,15/018017,15,15018017,2016-02-08,,,,2016,0,0,0,0,0,0,0,0,0
9491195,utility,9491195,2016-11-08,15/149241,15,15149241,2016-05-09,,,,2016,1,0,0,0,0,0,1,0,0
9491512,utility,9491512,2016-11-08,14/987237,14,14987237,2016-01-04,06041,15003,,2016,1,0,0,0,0,0,0,1,0
9492007,utility,9492007,2016-11-15,15/166728,15,15166728,2016-05-27,,,,2016,0,0,0,0,0,0,0,0,0
9492108,utility,9492108,2016-11-15,15/066953,15,15066953,2016-03-10,06001,06001,,2016,0,0,0,0,0,0,0,0,0
9494233,utility,9494233,2016-11-15,15/002753,15,15002753,2016-01-21,26161,26125,,2016,0,0,0,0,0,0,0,0,0
9494233,utility,9494233,2016-11-15,15/002753,15,15002753,2016-01-21,26091,26125,,2016,0,0,0,0,0,0,0,0,0
9494285,utility,9494285,2016-11-15,15/015009,15,15015009,2016-02-03,06071,06071,,2016,0,0,0,0,0,0,0,0,0
9495993,utility,9495993,2016-11-15,15/011630,15,15011630,2016-01-31,,,,2016,0,0,0,0,0,0,0,0,0
9496209,utility,9496209,2016-11-15,14/992535,14,14992535,2016-01-11,04013,06085,,2016,,,,,,,,,
9496453,utility,9496453,2016-11-15,15/008363,15,15008363,2016-01-27,,,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,,12086,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,12086,12086,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,12086,,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,17097,,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,,,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,17097,12086,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,08035,,,2016,0,0,0,0,0,0,0,0,0
9498486,utility,9498486,2016-11-22,15/231357,15,15231357,2016-08-08,08035,12086,,2016,0,0,0,0,0,0,0,0,0
9499372,utility,9499372,2016-11-22,15/073822,15,15073822,2016-03-18,18097,,,2016,0,0,0,0,0,0,0,0,0
9499806,utility,9499806,2016-11-22,15/139007,15,15139007,2016-04-26,,06113,,2016,0,0,0,0,0,0,0,0,0
9499990,utility,9499990,2016-11-22,14/989913,14,14989913,2016-01-07,72031,,,2016,0,0,0,0,0,0,0,0,0
9500825,utility,9500825,2016-11-22,15/054816,15,15054816,2016-02-26,,,,2016,0,0,0,0,0,0,0,0,0
9501947,utility,9501947,2016-11-22,15/096959,15,15096959,2016-04-12,32031,32031,,2016,1,0,0,0,0,1,1,0,0
9501975,utility,9501975,2016-11-22,15/047788,15,15047788,2016-02-19,,,,2016,0,0,0,0,0,0,0,0,0
9502334,utility,9502334,2016-11-22,14/996979,14,14996979,2016-01-15,,,,2016,0,0,0,0,0,0,0,0,0
9502350,utility,9502350,2016-11-22,15/009108,15,15009108,2016-01-28,,36119,,2016,0,0,0,0,0,0,0,0,0
9502350,utility,9502350,2016-11-22,15/009108,15,15009108,2016-01-28,36119,36119,,2016,0,0,0,0,0,0,0,0,0
9502350,utility,9502350,2016-11-22,15/009108,15,15009108,2016-01-28,36027,36119,,2016,0,0,0,0,0,0,0,0,0
9502644,utility,9502644,2016-11-22,15/196992,15,15196992,2016-06-29,,,,2016,0,0,0,0,0,0,0,0,0
9503148,utility,9503148,2016-11-22,15/092569,15,15092569,2016-04-06,,,,2016,0,0,0,0,0,0,0,0,0
9503211,utility,9503211,2016-11-22,15/006459,15,15006459,2016-01-26,,,,2016,0,0,0,0,0,0,0,0,0
9504453,utility,9504453,2016-11-29,15/182733,15,15182733,2016-06-15,39165,39061,,2016,0,0,0,0,0,0,0,0,0
9504453,utility,9504453,2016-11-29,15/182733,15,15182733,2016-06-15,39061,39061,,2016,0,0,0,0,0,0,0,0,0
9505206,utility,9505206,2016-11-29,15/070222,15,15070222,2016-03-15,45091,37119,,2016,0,0,0,0,0,0,0,0,0
9507046,utility,9507046,2016-11-29,14/991177,14,14991177,2016-01-08,53033,53033,,2016,0,0,0,0,0,0,0,0,0
9507046,utility,9507046,2016-11-29,14/991177,14,14991177,2016-01-08,53053,53033,,2016,0,0,0,0,0,0,0,0,0
9507608,utility,9507608,2016-11-29,15/005945,15,15005945,2016-01-25,06075,06085,,2016,0,0,0,0,0,0,0,0,0
9508009,utility,9508009,2016-11-29,15/167818,15,15167818,2016-05-27,06037,06037,,2016,1,1,0,0,1,1,1,1,1
9508009,utility,9508009,2016-11-29,15/167818,15,15167818,2016-05-27,,06037,,2016,1,1,0,0,1,1,1,1,1
9508066,utility,9508066,2016-11-29,15/140989,15,15140989,2016-04-28,37119,37119,,2016,0,0,0,0,0,0,0,0,0
9508395,utility,9508395,2016-11-29,15/062117,15,15062117,2016-03-06,41003,,,2016,0,0,0,0,0,0,0,0,0
9508395,utility,9508395,2016-11-29,15/062117,15,15062117,2016-03-06,41003,41003,,2016,0,0,0,0,0,0,0,0,0
9508927,utility,9508927,2016-11-29,14/986732,14,14986732,2016-01-04,,,,2016,0,0,0,0,0,0,0,0,0
9508975,utility,9508975,2016-11-29,15/191751,15,15191751,2016-06-24,,,,2016,0,0,0,0,0,0,0,0,0
9509310,utility,9509310,2016-11-29,15/053673,15,15053673,2016-02-25,,48453,,2016,0,0,0,0,0,0,0,0,0
9510453,utility,9510453,2016-11-29,15/072349,15,15072349,2016-03-16,,,,2016,0,0,0,0,0,0,0,0,0
9510995,utility,9510995,2016-12-06,15/001317,15,15001317,2016-01-20,36061,36061,,2016,0,0,0,0,0,0,0,0,0
9511362,utility,9511362,2016-12-06,15/068361,15,15068361,2016-03-11,,,,2016,0,0,0,0,0,0,0,0,0
9511439,utility,9511439,2016-12-06,15/096035,15,15096035,2016-04-11,06059,06059,,2016,0,0,0,0,0,0,0,0,0
9511439,utility,9511439,2016-12-06,15/096035,15,15096035,2016-04-11,06037,06059,,2016,0,0,0,0,0,0,0,0,0
9512623,utility,9512623,2016-12-06,15/045775,15,15045775,2016-02-17,36061,36111,,2016,0,0,0,0,0,0,0,0,0
9512623,utility,9512623,2016-12-06,15/045775,15,15045775,2016-02-17,36103,36111,,2016,0,0,0,0,0,0,0,0,0
9513277,utility,9513277,2016-12-06,15/005174,15,15005174,2016-01-25,36027,36119,,2016,0,0,0,0,0,0,0,0,0
9513277,utility,9513277,2016-12-06,15/005174,15,15005174,2016-01-25,36087,36119,,2016,0,0,0,0,0,0,0,0,0
9513277,utility,9513277,2016-12-06,15/005174,15,15005174,2016-01-25,,36119,,2016,0,0,0,0,0,0,0,0,0
9513277,utility,9513277,2016-12-06,15/005174,15,15005174,2016-01-25,36119,36119,,2016,0,0,0,0,0,0,0,0,0
9513431,utility,9513431,2016-12-06,15/048270,15,15048270,2016-02-19,,,,2016,0,0,0,0,0,0,0,0,0
9513454,utility,9513454,2016-12-06,15/098467,15,15098467,2016-04-14,,,,2016,0,0,0,0,0,0,0,0,0
9513579,utility,9513579,2016-12-06,15/006411,15,15006411,2016-01-26,,,,2016,0,0,0,0,0,0,0,0,0
9514021,utility,9514021,2016-12-06,15/143578,15,15143578,2016-04-30,06075,06075,,2016,1,0,0,0,0,0,1,1,1
9514121,utility,9514121,2016-12-06,15/148234,15,15148234,2016-05-06,25017,06085,,2016,1,0,0,0,1,0,1,1,1
9514891,utility,9514891,2016-12-06,15/049612,15,15049612,2016-02-22,,45045,,2016,0,0,0,0,0,0,0,0,0
9515928,utility,9515928,2016-12-06,14/995364,14,14995364,2016-01-14,06081,06085,,2016,0,0,0,0,0,0,0,0,0
9516281,utility,9516281,2016-12-06,15/241451,15,15241451,2016-08-19,47037,47037,,2016,1,0,0,0,0,1,0,0,0
9516473,utility,9516473,2016-12-06,15/090124,15,15090124,2016-04-04,,,,2016,0,0,0,0,0,0,0,0,0
9516961,utility,9516961,2016-12-13,15/092826,15,15092826,2016-04-07,32003,,,2016,0,0,0,0,0,0,0,0,0
9517241,utility,9517241,2016-12-13,15/051850,15,15051850,2016-02-24,26161,26161,,2016,0,0,0,0,0,0,0,0,0
9517246,utility,9517246,2016-12-13,15/212771,15,15212771,2016-07-18,18157,18157,,2016,0,0,0,0,0,0,0,0,0
9517956,utility,9517956,2016-12-13,15/206901,15,15206901,2016-07-11,08013,08013,,2016,0,0,0,0,0,0,0,0,0
9518281,utility,9518281,2016-12-13,15/232148,15,15232148,2016-08-09,25021,25017,,2016,0,0,0,0,0,0,0,0,0
9518281,utility,9518281,2016-12-13,15/232148,15,15232148,2016-08-09,25009,25017,,2016,0,0,0,0,0,0,0,0,0
9519052,utility,9519052,2016-12-13,15/045730,15,15045730,2016-02-17,,,,2016,0,0,0,0,0,0,0,0,0
9519197,utility,9519197,2016-12-13,14/992136,14,14992136,2016-01-11,,,,2016,0,0,0,0,0,0,0,0,0
9519258,utility,9519258,2016-12-13,14/994669,14,14994669,2016-01-13,,,,2016,0,0,0,0,0,0,0,0,0
9520479,utility,9520479,2016-12-13,15/046294,15,15046294,2016-02-17,,,,2016,0,0,0,0,0,0,0,0,0
9520545,utility,9520545,2016-12-13,15/059987,15,15059987,2016-03-03,,,,2016,0,0,0,0,0,0,0,0,0
9520776,utility,9520776,2016-12-13,14/989666,14,14989666,2016-01-06,,48085,,2016,0,0,0,0,0,0,0,0,0
9521406,utility,9521406,2016-12-13,15/234578,15,15234578,2016-08-11,,,,2016,1,0,0,0,0,0,1,0,0
9521641,utility,9521641,2016-12-13,15/048056,15,15048056,2016-02-19,06073,,,2016,0,0,0,0,0,0,0,0,0
9521641,utility,9521641,2016-12-13,15/048056,15,15048056,2016-02-19,,,,2016,0,0,0,0,0,0,0,0,0
9521874,utility,9521874,2016-12-20,15/050373,15,15050373,2016-02-22,06001,,,2016,0,0,0,0,0,0,0,0,0
