iloc_county_fips,POPESTIMATE_2011,any_ai_2011,patents_2011,POPESTIMATE_2019,any_ai_2019,patents_2019,pop_chg,pop_chg_pct,ppk_2011,ppk_2019,aippk_2011,aippk_2019,cbsa,msa,csa,county,state,central/outlying,EMA_aipat_9yr_2011,EMA_pat_9yr_2011,EMA_aipat_9yr_2019,EMA_pat_9yr_2019,total_patents,total_ai_patents,total_domestic_mig,bach_pct_2011,Individuals,burd_weight,med_home_val_2011,pct_chg_mhv,fmr_2011,fmr_2019,pct_chg_fmr,EMA_unemp_9yr_2011,SMA_unemp_9yr_2011,chg_SMA_unemp_9yr,chg_EMA_unemp_9yr,NatAmenScale,NatAmenRank,EMA_ppk_chg,EMA_aippk_chg,net_pop_chg_domestic_mig,dest_fips
17085,22640.0,0.0,9.0,21235.0,0.0,7.0,-1405.0,-0.06205830388692579,0.39752650176678445,0.3296444549093478,0.0,0.0,,,,,,,0.11471772155921116,0.3291652890378702,0.07088563119290515,0.34450214685433433,66,1.0,-825.0,0.1704946996466431,4008.1111111111113,0.0431902777311702,142200.0,0.053509549520509334,569.0,697.0,0.22495606326889278,6.739990487651423,6.044444444444444,-0.16666666666666696,-1.454912540713802,-0.4,3.0,0.015336857816464156,-0.043832090366306004,-0.03643992932862191,17085
17089,519110.0,41.0,345.0,532403.0,74.0,462.0,13293.0,0.025607289399163954,0.664599025254763,0.8677637053134563,0.07898133343607328,0.1389924549636272,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",Kane County,Illinois,Central,28.76409610998799,0.5953420475765655,60.811688211123624,0.8016707223950055,3910,557.0,-18038.0,0.19498757488778873,147704.88888888888,0.06929464841481539,241600.0,0.2121846739647788,1016.0,1212.0,0.19291338582677164,8.030909526871142,7.155555555555556,-0.5333333333333332,-2.130803541028839,-2.77,2.0,0.20632867481843997,32.047592101135635,-0.03474793396389975,17089
17091,113519.0,0.0,23.0,109862.0,1.0,27.0,-3657.0,-0.03221487151930514,0.2026092548383971,0.24576286614115891,0.0,0.009102328375598477,"Kankakee, IL",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",Kankakee County,Illinois,Central,0.32932201793792204,0.17863091261809363,1.0204418730756168,0.21864245586456005,231,12.0,-5969.0,0.11079202600445741,18229.833333333336,0.04743755732079432,147700.0,0.06260045681414426,725.0,892.0,0.2303448275862069,9.608900463398662,8.677777777777777,-0.8666666666666663,-2.7165783655957174,-3.3,2.0,0.04001154324646641,0.6911198551376948,-0.05258150617958227,17091
17093,116814.0,13.0,67.0,128990.0,5.0,76.0,12176.0,0.1042340815313233,0.5735613881897718,0.5891929606946275,0.11128803054428407,0.03876269478254128,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",Kendall County,Illinois,Central,5.95941909163457,0.4103170062690768,6.2530209825212255,0.5183166481050533,599,71.0,2993.0,0.19742496618555996,43128.27777777778,0.06733332391717797,239300.0,0.25841487279843445,969.0,1235.0,0.27450980392156865,7.530466708475504,6.688888888888889,-0.6222222222222227,-2.288889688421012,-2.85,2.0,0.10799964183597649,0.2936018908866558,0.025621928878387865,17093
17095,52705.0,0.0,3.0,49699.0,0.0,5.0,-3006.0,-0.05703443696044019,0.056920595768902384,0.1006056459888529,0.0,0.0,"Galesburg, IL",Micropolitan Statistical Area,,Knox County,Illinois,Central,0.20164081403651288,0.11396823378972566,0.29761281724429467,0.16000816762738854,68,2.0,-2866.0,0.11275970021819562,6458.888888888889,0.0346905415095516,80700.0,0.06853832442067745,603.0,697.0,0.1558872305140962,7.855145532234695,7.51111111111111,-0.81111111111111,-1.7227335891942355,-2.43,2.0,0.046039933837662875,0.09597200320778179,-0.05437814249122474,17095
17097,701642.0,120.0,928.0,696535.0,220.0,1221.0,-5107.0,-0.00727864067430399,1.3226118162823777,1.752962880544409,0.17102739003651435,0.3158491676656593,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",Lake County,Illinois,Central,78.06885944430925,0.9748672889592661,166.23683075917282,1.5836397943897438,10504,1559.0,-50873.0,0.262829192095114,264251.9166666666,0.07096003661385322,280900.0,0.13553323768531805,1016.0,1212.0,0.19291338582677164,7.443571891992522,6.655555555555555,-0.5444444444444443,-1.982653751014996,-0.3,3.0,0.6087725054304777,88.16797131486356,-0.07250563677772995,17097
17099,113533.0,1.0,11.0,108669.0,1.0,30.0,-4864.0,-0.0428421692371381,0.09688812944254094,0.27606769179802887,0.008808011767503721,0.00920225639326763,"Ottawa, IL",Micropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",LaSalle County,Illinois,Central,1.1051288886963095,0.09754673870934787,1.2244854906488274,0.19880667901765964,196,13.0,-4450.0,0.1091048417640686,20093.472222222223,0.04048130110979494,127500.0,0.09456408475164972,668.0,786.0,0.17664670658682635,9.198463776992366,8.344444444444443,-0.6222222222222209,-2.261696683882054,-2.75,2.0,0.10125994030831177,0.11935660195251785,-0.03919565236539156,17099
17103,35609.0,0.0,4.0,34096.0,1.0,15.0,-1513.0,-0.042489258333567356,0.11233115223679407,0.43993430314406384,0.0,0.029328953542937585,"Dixon, IL",Micropolitan Statistical Area,"Dixon-Sterling, IL",Lee County,Illinois,Central,0.05873547343831611,0.0954805511045994,0.2960492420468704,0.4714898237419163,152,2.0,-1780.0,0.10724816759807913,5826.027777777777,0.037162722836476515,114700.0,0.06958233481684341,604.0,760.0,0.2582781456953642,7.772897291050029,7.011111111111111,-0.9555555555555557,-2.360789136707945,-2.93,2.0,0.37600927263731687,0.23731376860855427,-0.04998736274537336,17103
17105,38805.0,0.0,3.0,35648.0,3.0,7.0,-3157.0,-0.08135549542584719,0.07730962504831851,0.1963644524236984,0.0,0.08415619389587074,"Pontiac, IL",Micropolitan Statistical Area,"Bloomington-Pontiac, IL",Livingston County,Illinois,Central,0.04588448746075314,0.20135727777673965,0.6159131179002241,0.13257206588122694,34,3.0,-3414.0,0.09609586393505991,6564.111111111111,0.03662039272931793,105600.0,0.029330291673456185,651.0,713.0,0.09523809523809523,7.374479810425431,6.622222222222222,-0.5999999999999996,-1.9544360047464684,-3.95,2.0,-0.0687852118955127,0.5700286304394709,-0.08797835330498648,17105
17107,30270.0,0.0,1.0,28618.0,10.0,19.0,-1652.0,-0.05457548728113644,0.03303600925008259,0.6639178139632399,0.0,0.34943042840170524,"Lincoln, IL",Micropolitan Statistical Area,"Springfield-Jacksonville-Lincoln, IL",Logan County,Illinois,Central,0.09177417724736896,0.18168333323004757,2.969640176924079,0.31607860077789984,65,16.0,-1472.0,0.11638586058804097,4253.166666666666,0.03245891514659323,95700.0,0.10562956596476136,585.0,727.0,0.24273504273504273,7.096745783750981,6.677777777777778,-0.6777777777777789,-1.6095481615213707,-3.89,2.0,0.13439526754785228,2.87786599967671,-0.04862900561612157,17107
17109,32521.0,0.0,6.0,29682.0,0.0,4.0,-2839.0,-0.0872974385781495,0.18449617170443713,0.13476180850347014,0.0,0.0,"Macomb, IL",Micropolitan Statistical Area,,McDonough County,Illinois,Central,0.0,0.1835415292428015,0.0,0.205029358855531,62,0.0,-3439.0,0.1832354478644568,3541.027777777778,0.033634290843444097,87000.0,-0.014269858886950934,569.0,713.0,0.2530755711775044,6.656282910941047,6.055555555555555,0.3333333333333339,-0.8906617320434131,-3.19,2.0,0.021487829612729492,0.0,-0.10574705574859322,17109
17111,308504.0,43.0,355.0,307774.0,78.0,498.0,-730.0,-0.0023662578118922284,1.150714415372248,1.618070402308187,0.13938230946762442,0.25343271361453534,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",McHenry County,Illinois,Central,25.719765026042513,0.9001124873111606,57.17511895288436,1.4062921383005946,4039,539.0,-12895.0,0.20622098903093639,101746.22222222222,0.06737921614663701,243500.0,0.19518851713332644,1016.0,1212.0,0.19291338582677164,7.7410661906463565,6.811111111111111,-0.522222222222223,-2.380905243697546,-2.4,2.0,0.5061796509894341,31.45535392684185,-0.041798485595000386,17111
17113,170909.0,6.0,48.0,171517.0,201.0,303.0,608.0,0.0035574487007705856,0.2808512132187304,1.7665887346443794,0.0351064016523413,1.1718954972393407,"Bloomington, IL",Metropolitan Statistical Area,"Bloomington-Pontiac, IL",McLean County,Illinois,Central,3.801347637254718,0.2202333719075825,80.3912835255389,0.8777742201234378,1097,516.0,-12311.0,0.2414735326986876,46178.02777777778,0.052083346202698395,154600.0,0.034415529371874184,726.0,846.0,0.1652892561983471,5.569364997513738,5.066666666666666,0.12222222222222268,-0.8589570465575616,-3.57,2.0,0.6575408482158552,76.58993588828417,-0.0720324851236623,17113
17115,110684.0,2.0,34.0,104009.0,2.0,33.0,-6675.0,-0.06030681941382675,0.307180803006758,0.3172802353642473,0.01806945900039753,0.01922910517359075,"Decatur, IL",Metropolitan Statistical Area,,Macon County,Illinois,Central,0.8090604851900334,0.23082448667622807,1.6532854766447265,0.31300533624580784,307,16.0,-8186.0,0.14123089154710708,17269.5,0.041692534133164226,92300.0,0.03228299132823908,622.0,739.0,0.18810289389067525,8.675577599208145,7.8999999999999995,-0.20000000000000018,-1.8419653649411982,-2.79,2.0,0.08218084956957977,0.8442249914546931,-0.07395829568862708,17115
17117,47739.0,1.0,5.0,44926.0,1.0,2.0,-2813.0,-0.05892456901066214,0.1047361695888058,0.04451765124872012,0.020947233917761158,0.02225882562436006,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL",Macoupin County,Illinois,Outlying,0.680887818230933,0.1381121765218049,0.4285624278735239,0.14120900431221356,71,4.0,-1992.0,0.10525985043674983,7115.111111111111,0.029157387324543194,94900.0,0.08919202518363069,652.0,697.0,0.06901840490797546,8.26857612651295,7.566666666666666,-0.6444444444444448,-2.161757011101777,-2.36,2.0,0.0030968277904086516,-0.25232539035740914,-0.04172688996418023,17117
17119,268636.0,6.0,87.0,262966.0,16.0,127.0,-5670.0,-0.021106627555502612,0.32385830640718294,0.48295216872143165,0.02233505561428848,0.060844367712936276,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL",Madison County,Illinois,Central,5.260593669230214,0.28258249926186557,11.172596636329763,0.4295983020741191,1059,104.0,-8907.0,0.1553812593993359,56863.583333333336,0.04660415952242625,124300.0,0.10141732283464563,794.0,924.0,0.163727959697733,7.735078003690559,7.066666666666666,-0.5333333333333323,-1.9849370493376277,-1.69,3.0,0.14701580281225352,5.912002967099548,-0.03315639005941125,17119
17121,39141.0,0.0,2.0,37205.0,0.0,5.0,-1936.0,-0.04946220076134999,0.05109731483610536,0.134390538906061,0.0,0.0,"Centralia, IL",Micropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL",Marion County,Illinois,Central,0.0,0.05257504385693662,0.0866855907494845,0.11603261317395275,37,1.0,-2055.0,0.09409570527068803,4244.305555555556,0.03199943701819055,71300.0,0.11972396084095642,569.0,697.0,0.22495606326889278,9.1528622620186,8.544444444444444,-1.322222222222222,-2.706497590884223,-2.18,3.0,0.06345756931701613,0.0866855907494845,-0.05250249099409826,17121
17123,12487.0,4.0,14.0,11438.0,0.0,15.0,-1049.0,-0.08400736766236887,1.1211660126531593,1.3114180800839308,0.32033314647233124,0.0,"Peoria, IL",Metropolitan Statistical Area,,Marshall County,Illinois,Outlying,1.6144573416647434,0.8609395641443305,0.6451204993043902,1.2576478510621911,143,9.0,-819.0,0.11916393048770721,2088.0555555555557,0.03091973967440886,103200.0,0.050004194982800614,675.0,798.0,0.18222222222222223,7.429687608616038,6.5,0.3777777777777773,-1.243083430584706,-1.89,3.0,0.39670828691786064,-0.9693368423603532,-0.06558821174020982,17123
17125,14471.0,0.0,6.0,,,,,,0.414622348144565,,0.0,,,,,,,,0.0,0.3013435225857954,,,19,0.0,-683.0,0.11478128671135374,1808.0833333333333,0.027736874632734172,81500.0,-0.0060492905153099455,569.0,745.0,0.3093145869947276,9.433561430722568,8.677777777777777,-0.7111111111111121,-2.258173598020484,-1.86,3.0,,,-0.04719784396378965,17125
17129,,,,12196.0,1.0,2.0,,,,0.1639881928501148,,0.0819940964250574,"Springfield, IL",Metropolitan Statistical Area,"Springfield-Jacksonville-Lincoln, IL",Menard County,Illinois,Outlying,,,0.21163474304073357,0.13261375647302007,7,1.0,-136.0,0.14781855410300834,3035.3611111111113,0.03691938844620015,115200.0,0.1295456292765434,671.0,846.0,0.2608047690014903,6.139315918244347,5.644444444444444,-0.1999999999999993,-1.2561095346646756,-3.04,2.0,,,,17129
17131,16316.0,0.0,4.0,15437.0,2.0,6.0,-879.0,-0.053873498406472174,0.24515812699190975,0.38867655632571096,0.0,0.12955885210857032,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,"Davenport-Moline, IA-IL",Mercer County,Illinois,Outlying,0.09177417724736896,0.28373648688156905,1.0026345537579726,0.4841282463239357,62,7.0,-639.0,0.0994729100269674,2846.1666666666665,0.03380197728452052,98200.0,0.10131704220882255,669.0,830.0,0.2406576980568012,7.814554984966819,7.2555555555555555,-0.7555555555555555,-1.7411276993688585,-2.47,2.0,0.20039175944236665,0.9108603765106037,-0.03916401078695759,17131
17133,33214.0,1.0,9.0,34637.0,3.0,24.0,1423.0,0.04284337929788643,0.2709700728608418,0.6929006553685365,0.03010778587342687,0.08661258192106706,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL",Monroe County,Illinois,Central,0.7060481109157113,0.23401162010106102,1.3759534094412507,0.3953341039554624,115,11.0,1226.0,0.15908954055518756,12181.638888888889,0.04923815831437282,201300.0,0.15757224476277237,794.0,924.0,0.163727959697733,5.882655180895883,5.4,-0.5444444444444452,-1.5883480933985972,-0.06,3.0,0.1613224838544014,0.6699052985255394,0.03691214548082134,17133
17135,29864.0,0.0,4.0,28414.0,1.0,6.0,-1450.0,-0.04855344227163139,0.1339405304045004,0.21116351094530866,0.0,0.035193918490884775,,,,,,,0.0,0.0699063613342951,0.25824393648052185,0.17437181701305232,42,2.0,-1177.0,0.08907045271899276,4130.638888888889,0.030124803341547397,79500.0,0.13670457294943147,569.0,697.0,0.22495606326889278,9.822485717567682,9.033333333333333,-0.7777777777777786,-2.558666415497628,-2.18,3.0,0.10446545567875722,0.25824393648052185,-0.03941200107152424,17135
17137,35481.0,0.0,3.0,33658.0,0.0,1.0,-1823.0,-0.05137961162312223,0.08455229559482541,0.029710618575078736,0.0,0.0,"Jacksonville, IL",Micropolitan Statistical Area,"Springfield-Jacksonville-Lincoln, IL",Morgan County,Illinois,Central,0.0,0.045279539207303855,0.0,0.03769013332704457,10,0.0,-1389.0,0.14055409937713143,5031.638888888889,0.03357695554217625,93000.0,0.08493104608139926,614.0,724.0,0.1791530944625407,6.887563154456397,6.455555555555556,-0.655555555555555,-1.6835555286283874,-2.25,2.0,-0.007589405880259283,0.0,-0.03914771286040416,17137
17139,14856.0,0.0,16.0,14501.0,0.0,17.0,-355.0,-0.023896068928379106,1.0770059235325795,1.1723329425556857,0.0,0.0,,,,,,,0.0,1.2499799199691588,0.04255634151614192,1.282528485162176,173,1.0,-352.0,0.10197899838449112,2246.1111111111113,0.03644336087095957,93300.0,0.08315027255715562,584.0,697.0,0.1934931506849315,6.436552127875599,5.755555555555556,-0.511111111111112,-1.767884126702599,-1.96,3.0,0.0325485651930173,0.04255634151614192,-0.023694130317716746,17139
17141,53064.0,0.0,22.0,50643.0,0.0,34.0,-2421.0,-0.04562415196743555,0.41459369817578773,0.671366230278617,0.0,0.0,"Rochelle, IL",Micropolitan Statistical Area,"Rockford-Freeport-Rochelle, IL",Ogle County,Illinois,Central,0.232391038177081,0.2887859176314464,0.893261696359387,0.4962563110090095,226,7.0,-3200.0,0.12824136891301072,10887.972222222223,0.04265351206771287,153400.0,0.10672595886603672,677.0,766.0,0.13146233382570163,9.233501692877942,8.133333333333333,-0.8333333333333321,-2.8148246400927537,-2.82,2.0,0.20747039337756312,0.6608706581823061,-0.06030453791647822,17141
17143,186754.0,37.0,232.0,179179.0,42.0,255.0,-7575.0,-0.04056138021140109,1.2422759351874657,1.4231578477388533,0.19812159311179414,0.23440246903934056,"Peoria, IL",Metropolitan Statistical Area,,Peoria County,Illinois,Central,23.861254294137172,0.9122942198356991,34.068892300344146,1.4508438957607053,2475,320.0,-17250.0,0.18410850637737344,41244.555555555555,0.04870546512718335,121900.0,-0.01667382896433186,675.0,798.0,0.18222222222222223,7.823867954495704,6.977777777777778,0.2666666666666666,-1.2720799960453881,-2.41,2.0,0.5385496759250061,10.207638006206974,-0.09236749949130943,17143
17147,16679.0,0.0,5.0,16344.0,2.0,19.0,-335.0,-0.02008513699862102,0.2997781641585227,1.162506118453255,0.0,0.12236906510034265,"Champaign-Urbana, IL",Metropolitan Statistical Area,,Piatt County,Illinois,Outlying,0.4584527952469048,0.6605637530157852,0.9641107549125374,1.270902290207023,202,7.0,-422.0,0.15924216080100725,4170.722222222223,0.03895994162100512,122200.0,0.11931726257887079,713.0,836.0,0.17251051893408134,5.977999345092509,5.411111111111111,-0.12222222222222268,-1.185532655416183,-4.21,2.0,0.6103385371912379,0.5056579596656325,-0.025301277054979317,17147
17149,16348.0,0.0,1.0,15561.0,0.0,1.0,-787.0,-0.04814044531441155,0.06116956202593589,0.064263222157959,0.0,0.0,,,,,,,0.10365883286632871,0.09741863528969365,0.028824339100228764,0.10171857354838693,9,0.0,-316.0,0.08471984340592122,1783.138888888889,0.026469094104409566,75300.0,0.13506431634111463,569.0,697.0,0.22495606326889278,6.8711759212758805,6.2444444444444445,-0.3888888888888893,-1.5317276082104945,-1.88,3.0,0.004299938258693278,-0.07483449376609995,-0.019329581600195742,17149
17155,5976.0,0.0,1.0,5739.0,0.0,1.0,-237.0,-0.03965863453815261,0.16733601070950468,0.17424638438752396,0.0,0.0,"Ottawa, IL",Micropolitan Statistical Area,"Chicago-Naperville, IL-IN-WI",Putnam County,Illinois,Outlying,0.0,0.16721176820981318,0.0,0.22115118559340416,11,0.0,-151.0,0.10692771084337349,1188.638888888889,0.031058671437620117,126800.0,0.1154347259619559,592.0,743.0,0.25506756756756754,9.121202491734278,8.133333333333333,-0.9999999999999991,-2.670425663639274,-1.52,3.0,0.05393941738359098,0.0,-0.025267737617135206,17155
17157,33425.0,0.0,6.0,31782.0,0.0,15.0,-1643.0,-0.04915482423335826,0.1795063575168287,0.471965263356617,0.0,0.0,,,,,,,0.03759070300052233,0.10912688961802096,0.0057327719731005465,0.3015103150416501,77,0.0,-1441.0,0.08385938668661182,4368.333333333334,0.025818264782936907,88700.0,0.10198064711218621,569.0,704.0,0.23725834797891038,7.255655964852286,6.688888888888889,-0.6333333333333337,-1.9069620105160556,0.63,4.0,0.19238342542362913,-0.03185793102742178,-0.0431114435302917,17157
17159,16190.0,0.0,2.0,15513.0,0.0,3.0,-677.0,-0.04181593576281655,0.12353304508956145,0.19338619222587505,0.0,0.0,,,,,,,0.0,0.0827256917730462,0.0,0.1818359131923281,20,0.0,-413.0,0.1323656578134651,2086.75,0.03200586044549149,76000.0,0.11691426802847414,569.0,697.0,0.22495606326889278,7.413213999619438,6.877777777777776,-0.633333333333332,-1.771133185734608,-2.2,3.0,0.09911022141928191,0.0,-0.025509573810994442,17159
17161,147457.0,6.0,66.0,141879.0,6.0,82.0,-5578.0,-0.037827976969557225,0.44758811043219376,0.5779572734513212,0.040689828221108525,0.042289556593999106,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,"Davenport-Moline, IA-IL",Rock Island County,Illinois,Central,3.654998974880506,0.31097947128295444,4.413039102367675,0.392236622401397,512,36.0,-11239.0,0.15023362743036953,21974.972222222223,0.042208336940169816,113100.0,0.07574665705821129,669.0,830.0,0.2406576980568012,7.117903909067442,6.3999999999999995,0.23333333333333428,-1.086021814616184,-1.87,3.0,0.08125715111844256,0.7580401274871686,-0.07621882989617312,17161
17163,270048.0,3.0,31.0,259686.0,7.0,37.0,-10362.0,-0.0383709562744401,0.11479440692025121,0.14247976402270432,0.011109136153572698,0.026955631031322442,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL",St. Clair County,Illinois,Central,3.922448741280743,0.11378549348975996,5.263789251808803,0.1452504798571818,349,50.0,-19170.0,0.15755717502073704,49624.916666666664,0.04628033621929414,126300.0,0.06463180718872504,794.0,924.0,0.163727959697733,8.46803390293994,7.855555555555556,-0.7444444444444454,-2.18016735840191,-1.81,3.0,0.03146498636742186,1.34134051052806,-0.07098738002132954,17163
17165,24907.0,0.0,2.0,23491.0,0.0,3.0,-1416.0,-0.05685148753362509,0.08029871120568514,0.12770848410029373,0.0,0.0,,,,,,,0.0,0.08418570476021058,0.0,0.07140160811949742,13,0.0,-1008.0,0.09635845344682217,2942.472222222222,0.03279215930303572,69400.0,0.06379597396700486,569.0,697.0,0.22495606326889278,8.410795944302542,7.800000000000001,0.1666666666666643,-1.1540550259771525,-0.41,3.0,-0.012784096640713158,0.0,-0.040470550447665316,17165
17167,199038.0,8.0,46.0,194672.0,13.0,45.0,-4366.0,-0.021935509802148333,0.23111164702217665,0.23115805046437082,0.04019332991690029,0.0667789923563738,"Springfield, IL",Metropolitan Statistical Area,"Springfield-Jacksonville-Lincoln, IL",Sangamon County,Illinois,Central,5.000459629033329,0.1694704488760264,8.058081284956538,0.22533451555215925,431,67.0,-8446.0,0.2087993247520574,46693.11111111111,0.04434537210588403,120900.0,0.09809675526117226,671.0,846.0,0.2608047690014903,6.278754306943031,5.811111111111112,-0.07777777777777839,-1.137534615967735,-2.47,2.0,0.055864066676132834,3.0576216559232092,-0.04243410805976748,17167
17169,7464.0,0.0,1.0,6768.0,0.0,1.0,-696.0,-0.0932475884244373,0.1339764201500536,0.14775413711583923,0.0,0.0,,,,,,,0.0,0.18587681266533354,0.0,0.15825732264006767,5,0.0,-290.0,0.1264737406216506,841.0277777777778,0.028018236924080397,72500.0,,569.0,697.0,0.22495606326889278,6.3118492017332475,5.766666666666667,0.40000000000000036,-0.9015691562454409,-2.08,3.0,-0.02761949002526587,0.0,-0.03885316184351554,17169
17171,5229.0,0.0,1.0,,,,,,0.19124115509657677,,0.0,,"Jacksonville, IL",Micropolitan Statistical Area,"Springfield-Jacksonville-Lincoln, IL",Scott County,Illinois,Outlying,0.0,0.189677495484165,,,2,0.0,-132.0,0.12889653853509275,753.3055555555555,0.022980959634836276,83100.0,0.08043372714031401,572.0,697.0,0.21853146853146854,7.075176269458557,6.688888888888889,-0.08888888888888946,-1.1584394903528885,-2.47,2.0,,,-0.025243832472748137,17171
17173,22278.0,0.0,6.0,21634.0,0.0,6.0,-644.0,-0.02890744231977736,0.26932399676811203,0.2773412221503189,0.0,0.0,,,,,,,0.46910230736813613,0.13518325781131388,0.06739525916436997,0.34331934585682455,74,0.0,-769.0,0.10180447077834635,3087.1388888888887,0.02897033525452143,86500.0,0.07647235576923085,569.0,697.0,0.22495606326889278,7.648215488799256,6.922222222222222,-0.5777777777777766,-2.08439579951164,-2.34,2.0,0.20813608804551068,-0.4017070482037661,-0.03451835891911303,17173
17175,5842.0,1.0,4.0,,,,,,0.6846970215679561,,0.17117425539198902,,"Peoria, IL",Metropolitan Statistical Area,,Stark County,Illinois,Outlying,0.25307332242756025,0.3305671148869513,,,21,1.0,-426.0,0.10133515919205752,943.5277777777778,0.0300004841492362,86000.0,-0.11677232527197322,675.0,798.0,0.18222222222222223,7.866904727840353,7.211111111111112,0.14444444444444393,-1.0136394685484413,-3.87,2.0,,,-0.07292023279698734,17175
17177,47323.0,0.0,15.0,44498.0,0.0,22.0,-2825.0,-0.059696130845466266,0.31697060625911294,0.49440424288732077,0.0,0.0,"Freeport, IL",Micropolitan Statistical Area,"Rockford-Freeport-Rochelle, IL",Stephenson County,Illinois,Central,0.2892722066837069,0.42478102505182525,0.0868279514536219,0.36125373960590346,147,1.0,-2913.0,0.12494981298734231,6314.055555555556,0.04118399893641745,104500.0,0.019018924771678863,658.0,697.0,0.05927051671732523,8.39308981068277,7.555555555555555,-0.6999999999999993,-2.3299143031099963,-3.75,2.0,-0.06352728544592179,-0.202444255230085,-0.061555691735519724,17177
17179,135850.0,20.0,115.0,131803.0,36.0,170.0,-4047.0,-0.02979020979020979,0.8465218991534781,1.2898037222218008,0.14722119985277882,0.2731349058822637,"Peoria, IL",Metropolitan Statistical Area,,Tazewell County,Illinois,Central,11.554681191198037,0.6183835976345624,19.70946804568394,1.0851400799980584,1289,171.0,-5349.0,0.16081707765918293,30974.944444444445,0.04553573363306692,128900.0,0.042229315001227445,675.0,798.0,0.18222222222222223,7.214827567526487,6.433333333333334,0.033333333333333215,-1.3509949943105921,-2.55,2.0,0.466756482363496,8.154786854485904,-0.03937430990062569,17179
17181,17692.0,1.0,3.0,,,,,,0.16956816640289396,,0.05652272213429799,,,,,,,,0.23100496102558213,0.15299803548768678,,,11,2.0,-263.0,0.13034139724169116,2163.6944444444443,0.032147892065902996,88200.0,0.021264071812228707,569.0,697.0,0.22495606326889278,9.573982369784048,8.755555555555555,-0.29999999999999893,-2.047753255446792,0.57,4.0,,,-0.01486547592132037,17181
17183,81414.0,0.0,10.0,75758.0,0.0,4.0,-5656.0,-0.06947208096887514,0.12282899746972266,0.0527997043216558,0.0,0.0,"Danville, IL",Metropolitan Statistical Area,,Vermilion County,Illinois,Central,0.17503542885113957,0.10572818418888859,0.3092653287011102,0.07315198510118881,52,3.0,-6479.0,0.09344830127496499,7913.888888888889,0.03165034381377908,76100.0,0.0740872980451664,605.0,728.0,0.20330578512396694,8.994636777283718,8.322222222222223,-0.5000000000000018,-1.8806928975953792,-3.21,2.0,-0.03257619908769978,0.1342298998499706,-0.0795809074606333,17183
17187,17836.0,0.0,2.0,16844.0,0.0,4.0,-992.0,-0.055617851536218885,0.1121327651939897,0.23747328425552125,0.0,0.0,,,,,,,0.0,0.197294493909227,0.0,0.16899752197910756,22,0.0,-1516.0,0.12054272258353892,2191.6944444444443,0.027792952786455206,84700.0,0.06126704089815549,569.0,697.0,0.22495606326889278,6.392603636586044,6.077777777777778,-0.5,-1.325897044608384,-3.17,2.0,-0.02829697193011943,0.0,-0.08499663601704419,17187
17189,,,,13887.0,0.0,1.0,,,,0.07200979333189314,,0.0,,,,,,,,,0.0,0.11608149056076517,8,0.0,-547.0,0.12836169045005488,2859.5,0.0360719951002072,104400.0,0.08581217878835089,569.0,738.0,0.29701230228471004,6.084281566168811,5.655555555555555,-1.2222222222222214,-2.151834654236765,-2.23,2.0,,,,17189
17191,16661.0,0.0,1.0,16215.0,0.0,3.0,-446.0,-0.026769101494508132,0.06002040693835904,0.18501387604070305,0.0,0.0,,,,,,,0.04844525160247219,0.07736572546567859,0.014376165805854938,0.10634446689879891,10,0.0,-455.0,0.08865014104795631,1786.611111111111,0.030882673336581422,69300.0,,569.0,697.0,0.22495606326889278,7.215210468629102,6.566666666666666,0.2999999999999998,-0.8191407047911081,-2.61,2.0,0.02897874143312032,-0.03406908579661726,-0.027309285156953363,17191
17195,58286.0,0.0,5.0,55175.0,1.0,26.0,-3111.0,-0.05337473835912569,0.08578389321620973,0.47122791119166285,0.0,0.01812415043044857,"Sterling, IL",Micropolitan Statistical Area,"Dixon-Sterling, IL",Whiteside County,Illinois,Central,0.03670758996860253,0.15575750992641405,0.3709758246077066,0.216695766353983,98,2.0,-3034.0,0.10801907833785128,8295.111111111111,0.03491773990017798,99700.0,0.062368840762192505,632.0,746.0,0.18037974683544303,8.1053028629598,7.400000000000001,-0.8000000000000016,-2.23097477007338,-2.32,2.0,0.06093825642756895,0.3342682346391041,-0.05205366640359606,17195
