iloc_county_fips,POPESTIMATE_2011,any_ai_2011,patents_2011,POPESTIMATE_2019,any_ai_2019,patents_2019,pop_chg,pop_chg_pct,ppk_2011,ppk_2019,aippk_2011,aippk_2019,cbsa,msa,csa,county,state,central/outlying,EMA_aipat_9yr_2011,EMA_pat_9yr_2011,EMA_aipat_9yr_2019,EMA_pat_9yr_2019,total_patents,total_ai_patents,total_domestic_mig,bach_pct_2011,Individuals,burd_weight,med_home_val_2011,pct_chg_mhv,fmr_2011,fmr_2019,pct_chg_fmr,EMA_unemp_9yr_2011,SMA_unemp_9yr_2011,chg_SMA_unemp_9yr,chg_EMA_unemp_9yr,NatAmenScale,NatAmenRank,EMA_ppk_chg,EMA_aippk_chg,net_pop_chg_domestic_mig,dest_fips
01065,15361.0,0.0,1.0,14651.0,0.0,1.0,-710.0,-0.046220949156955925,0.06509992839007878,0.06825472663981981,0.0,0.0,"Tuscaloosa, AL",Metropolitan Statistical Area,,Hale County,Alabama,Outlying,0.0,0.0594192187427962,0.26049967444932853,0.0994453165747021,11,2.0,-980.0,0.06822472495280255,1079.8055555555557,0.020475878057645235,73500.0,0.07300238916910012,722.0,847.0,0.1731301939058172,10.444788109682149,9.022222222222222,-0.3888888888888893,-3.1488449503578586,1.43,4.0,0.040026097831905895,0.26049967444932853,-0.0637979298222772,01065
01067,,,,17205.0,0.0,1.0,,,,0.05812263876780006,,0.0,"Dothan, AL",Metropolitan Statistical Area,"Dothan-Ozark, AL",Henry County,Alabama,Outlying,,,0.03759070300052233,0.08584572078776773,12,0.0,160.0,0.10128330551878921,2045.1944444444443,0.02479332225791184,95100.0,0.13745787193066913,536.0,628.0,0.17164179104477612,8.090644192003646,7.1,-0.4333333333333327,-2.1746953909416,0.07,4.0,,,,01067
01069,102488.0,0.0,6.0,105882.0,0.0,7.0,3394.0,0.033116072125517135,0.05854343923191008,0.06611133148221605,0.0,0.0,"Dothan, AL",Metropolitan Statistical Area,"Dothan-Ozark, AL",Houston County,Alabama,Central,0.0,0.04241767969427922,0.0,0.047312514952195565,42,0.0,1887.0,0.12352665677933027,14774.25,0.028409837553487624,120500.0,0.07754507964744879,552.0,682.0,0.23550724637681159,6.573316186510908,5.688888888888888,0.3000000000000016,-1.387225844617065,-0.79,3.0,0.004894835257916348,0.0,0.01841191163843572,01069
01071,53214.0,1.0,7.0,51626.0,0.0,3.0,-1588.0,-0.029841770962528658,0.13154433043935806,0.058110254522914816,0.01879204720562258,0.0,"Scottsboro, AL",Micropolitan Statistical Area,"Scottsboro-Fort Payne, AL",Jackson County,Alabama,Central,0.23100496102558213,0.06610699984791624,0.14160059390983895,0.07751756631464345,38,3.0,-521.0,0.09429849287781411,4975.361111111111,0.02235870523944837,88900.0,0.12056737588652486,536.0,681.0,0.27052238805970147,8.497817798817398,7.51111111111111,-0.8777777777777764,-2.6652767482107658,1.25,4.0,0.01141056646672721,-0.08940436711574318,-0.009790656594129364,01071
01073,658109.0,22.0,141.0,658573.0,21.0,154.0,464.0,0.0007050503791925046,0.21425022298737748,0.23383892142556711,0.03342911280654117,0.031887125648940966,"Birmingham-Hoover, AL",Metropolitan Statistical Area,"Birmingham-Hoover-Talladega, AL",Jefferson County,Alabama,Central,15.426176262166756,0.165005862172243,21.1994821382597,0.2196593869174919,1333,198.0,-19624.0,0.1926945232476687,120989.52777777778,0.042365538835240794,141700.0,0.26815361395270826,786.0,873.0,0.11068702290076336,7.334424942581679,6.433333333333334,-0.6000000000000005,-2.227417256150356,0.51,4.0,0.0546535247452489,5.7733058760929445,-0.02981876862343472,01073
01077,92607.0,2.0,11.0,92729.0,0.0,2.0,122.0,0.0013173950133359249,0.11878151759586209,0.02156822568991362,0.021596639562884015,0.0,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,,Lauderdale County,Alabama,Central,0.4375885721278489,0.07826203122995128,0.3603013537357615,0.07377630087040939,72,4.0,1428.0,0.14537777921755374,12359.805555555555,0.026976936160647395,108100.0,0.16770719525518968,598.0,675.0,0.12876254180602006,7.67687304292662,6.9,-0.5444444444444443,-2.0292060473618667,0.9,4.0,-0.00448573035954189,-0.07728721839208741,0.015420000647899187,01077
01079,,,,32924.0,0.0,1.0,,,,0.03037298019681691,,0.0,"Decatur, AL",Metropolitan Statistical Area,"Huntsville-Decatur, AL",Lawrence County,Alabama,Outlying,,,0.2379855436280135,0.06253968440915042,19,3.0,-791.0,0.08443217526651199,3374.777777777778,0.019767982251043856,95000.0,0.1310975609756098,602.0,681.0,0.13122923588039867,8.873175498525358,7.7666666666666675,-0.6777777777777789,-2.745707564038095,0.54,4.0,,,,01079
01081,144130.0,4.0,36.0,164542.0,6.0,56.0,20412.0,0.1416221466731423,0.2497745091237078,0.34033863694375904,0.027752723235967527,0.036464853958259894,"Auburn-Opelika, AL",Metropolitan Statistical Area,"Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,Central,1.659900340428129,0.22850082437880678,3.426180731964034,0.30191758209031705,416,30.0,12117.0,0.16745299382501908,25124.583333333332,0.03767724796164826,144100.0,0.2124229492650543,647.0,814.0,0.2581143740340031,6.464405334457313,5.644444444444444,-0.3444444444444432,-1.7777221493316917,-0.24,3.0,0.07341675771151027,1.7662803915359049,0.08406993686255464,01081
01083,85557.0,1.0,12.0,98915.0,5.0,20.0,13358.0,0.15612983157427213,0.14025737227813034,0.20219380275994542,0.011688114356510864,0.050548450689986354,"Huntsville, AL",Metropolitan Statistical Area,"Huntsville-Decatur, AL",Limestone County,Alabama,Outlying,0.7987789573292415,0.1272569325673334,3.3015478114458157,0.16245386608838627,131,29.0,12892.0,0.13589770562315182,19586.027777777777,0.02879961046574233,128700.0,0.1492136555427697,665.0,809.0,0.21654135338345865,6.810075988084785,6.0,-0.5333333333333341,-2.0291773316225505,-0.42,3.0,0.03519693352105288,2.502768854116574,0.15068317028413805,01083
01087,21284.0,0.0,3.0,18068.0,0.0,2.0,-3216.0,-0.15109941740274385,0.14095094906972372,0.11069293779056896,0.0,0.0,,,,,,,0.0,0.08460760222291266,0.0,0.11490705457548372,16,0.0,-1806.0,0.12798346175530914,810.9722222222222,0.033510191787545086,77900.0,0.07870057043410983,551.0,628.0,0.1397459165154265,10.032025613672952,8.633333333333333,-0.2777777777777768,-2.869468446074415,-0.56,3.0,0.03029945235257106,0.0,-0.08485247133997369,01087
01089,339565.0,24.0,184.0,372909.0,45.0,262.0,33344.0,0.09819622163650553,0.5418697451150737,0.702584276592949,0.07067866240631397,0.12067287193390344,"Huntsville, AL",Metropolitan Statistical Area,"Huntsville-Decatur, AL",Madison County,Alabama,Central,17.13852882996506,0.4924233433820454,33.59466349525449,0.6856721828190937,2282,304.0,21960.0,0.2389233283760105,95082.86111111111,0.030167032963777658,160400.0,0.15256971652454498,665.0,809.0,0.21654135338345865,6.0327772944326306,5.266666666666667,0.12222222222222268,-1.435283403963055,-1.25,3.0,0.1932488394370483,16.456134665289426,0.06467097610177727,01089
01091,,,,18863.0,0.0,2.0,,,,0.10602767322271113,,0.0,,,,,,,,,0.0,0.09697443447991748,13,0.0,-1168.0,0.12080731813561783,2198.1111111111113,0.023263007538705097,88500.0,0.09451195912996369,536.0,628.0,0.17164179104477612,9.667022679097846,8.3,-0.6444444444444448,-3.032664427807367,-0.72,3.0,,,,01091
01093,,,,29709.0,0.0,3.0,,,,0.10097950116126427,,0.0,,,,,,,,,0.0,0.10738270754515515,27,0.0,-160.0,0.06009395797990343,2108.722222222222,0.023348678201564617,75900.0,0.10513729694071094,536.0,628.0,0.17164179104477612,9.813248790178017,8.377777777777778,-1.4555555555555566,-3.6334228939298914,-0.31,3.0,,,,01093
01095,93895.0,4.0,9.0,96774.0,0.0,21.0,2879.0,0.030661909579849832,0.09585174929442462,0.217000434000868,0.04260077746418872,0.0,"Albertville, AL",Micropolitan Statistical Area,,Marshall County,Alabama,Central,0.921061631716451,0.08727310997920264,1.1461369770181327,0.19295220630125987,177,15.0,893.0,0.09870600138452527,9789.083333333332,0.027252521180023002,107000.0,0.14776688011672193,571.0,643.0,0.12609457092819615,7.043194501891023,6.033333333333334,-0.2666666666666675,-2.1757303703304434,0.37,4.0,0.10567909632205723,0.22507534530168172,0.009510623568880132,01095
01097,413068.0,1.0,24.0,413210.0,5.0,56.0,142.0,0.00034376906465763505,0.05810181374495241,0.1355243096730476,0.002420908906039683,0.012100384792236393,"Mobile, AL",Metropolitan Statistical Area,"Mobile-Daphne-Fairhope, AL",Mobile County,Alabama,Central,0.8373406514150216,0.07317774375020307,2.5820322544238636,0.10153605504777068,370,19.0,-15908.0,0.12905865378097553,49507.86111111111,0.030647747271530745,124100.0,0.15299406004174007,699.0,848.0,0.21316165951359084,8.160564761324457,7.177777777777777,-0.08888888888888857,-2.024277175364797,1.52,4.0,0.028358311297567607,1.744691603008842,-0.03851181887727929,01097
