,reissue,,2018-01-02,13/971962,13,13971962,2013-08-21,06075,,,2018,,,,,,,,,
8519769,utility,8519769,2013-08-27,13/739406,13,13739406,2013-01-11,,06085,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-01-09,13/789569,13,13789569,2013-03-07,33015,06075,,2018,,,,,,,,,
8534351,utility,8534351,2013-09-17,13/768593,13,13768593,2013-02-15,25021,25017,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-01-16,14/069136,14,14069136,2013-10-31,,,,2018,,,,,,,,,
8548153,utility,8548153,2013-10-01,13/795232,13,13795232,2013-03-12,48029,13121,,2013,1,0,0,1,0,0,1,1,1
,reissue,,2018-02-06,14/066729,14,14066729,2013-10-30,,,,2018,,,,,,,,,
8548153,utility,8548153,2013-10-01,13/795232,13,13795232,2013-03-12,48453,13121,,2013,1,0,0,1,0,0,1,1,1
,reissue,,2018-02-06,13/865398,13,13865398,2013-04-18,,,,2018,,,,,,,,,
8548153,utility,8548153,2013-10-01,13/795232,13,13795232,2013-03-12,48491,13121,,2013,1,0,0,1,0,0,1,1,1
,reissue,,2018-02-20,13/910278,13,13910278,2013-06-05,,,,2018,,,,,,,,,
8564270,utility,8564270,2013-10-22,13/759639,13,13759639,2013-02-05,06085,06085,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-02-20,14/018506,14,14018506,2013-09-05,19153,19153,,2018,,,,,,,,,
8564270,utility,8564270,2013-10-22,13/759639,13,13759639,2013-02-05,06053,06085,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-03-06,13/852792,13,13852792,2013-03-28,,,,2018,,,,,,,,,
8589522,utility,8589522,2013-11-19,13/752296,13,13752296,2013-01-28,06113,06001,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-03-20,13/890934,13,13890934,2013-05-09,06085,06085,,2018,,,,,,,,,
8591252,utility,8591252,2013-11-26,13/732809,13,13732809,2013-01-02,26021,26021,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-03-20,13/890934,13,13890934,2013-05-09,,06085,,2018,,,,,,,,,
8591252,utility,8591252,2013-11-26,13/732809,13,13732809,2013-01-02,,26021,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-03-27,13/755913,13,13755913,2013-01-31,,,,2018,,,,,,,,,
8593007,utility,8593007,2013-11-26,13/909736,13,13909736,2013-06-04,26125,,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-03-27,14/109725,14,14109725,2013-12-17,06075,06075,,2018,,,,,,,,,
8593936,utility,8593936,2013-11-26,13/733453,13,13733453,2013-01-03,,,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-05-01,14/141686,14,14141686,2013-12-27,,,,2018,,,,,,,,,
8594162,utility,8594162,2013-11-26,13/914852,13,13914852,2013-06-11,06013,48453,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-05-15,13/943626,13,13943626,2013-07-16,06081,06085,,2018,,,,,,,,,
8599325,utility,8599325,2013-12-03,13/899788,13,13899788,2013-05-22,,,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-05-15,13/943626,13,13943626,2013-07-16,06085,06085,,2018,,,,,,,,,
8603888,utility,8603888,2013-12-10,13/739616,13,13739616,2013-01-11,16001,16001,,2013,1,0,0,0,0,0,0,0,1
,reissue,,2018-05-15,14/059897,14,14059897,2013-10-22,,,,2018,,,,,,,,,
8604933,utility,8604933,2013-12-10,13/734276,13,13734276,2013-01-04,48491,48491,,2013,1,0,0,0,0,0,1,1,0
,reissue,,2018-05-29,13/930691,13,13930691,2013-06-28,18075,,,2018,,,,,,,,,
8604933,utility,8604933,2013-12-10,13/734276,13,13734276,2013-01-04,48453,48491,,2013,1,0,0,0,0,0,1,1,0
,reissue,,2018-05-29,13/930691,13,13930691,2013-06-28,,,,2018,,,,,,,,,
8608287,utility,8608287,2013-12-17,13/766939,13,13766939,2013-02-14,33009,33009,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-06-12,14/019209,14,14019209,2013-09-05,,,,2018,,,,,,,,,
8608287,utility,8608287,2013-12-17,13/766939,13,13766939,2013-02-14,,33009,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-06-19,14/098442,14,14098442,2013-12-05,,,,2018,,,,,,,,,
8608287,utility,8608287,2013-12-17,13/766939,13,13766939,2013-02-14,50027,33009,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-06-26,13/845207,13,13845207,2013-03-18,,,,2018,,,,,,,,,
8609494,utility,8609494,2013-12-17,13/895956,13,13895956,2013-05-16,,,,2013,0,0,0,0,0,0,0,0,0
,reissue,,2018-06-26,13/790418,13,13790418,2013-03-08,34027,34027,,2018,,,,,,,,,
8614807,utility,8614807,2013-12-24,13/937731,13,13937731,2013-07-09,,,,2013,1,0,0,0,0,0,0,1,0
,reissue,,2018-06-26,13/790418,13,13790418,2013-03-08,36119,34027,,2018,,,,,,,,,
8635489,utility,8635489,2014-01-21,13/854081,13,13854081,2013-03-30,13121,37063,,2014,1,0,0,0,0,0,0,1,0
,reissue,,2018-07-10,14/087640,14,14087640,2013-11-22,06085,48085,,2018,,,,,,,,,
8635489,utility,8635489,2014-01-21,13/854081,13,13854081,2013-03-30,01073,37063,,2014,1,0,0,0,0,0,0,1,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,35001,24510,,2018,,,,,,,,,
8635801,utility,8635801,2014-01-28,13/793505,13,13793505,2013-03-11,26163,26125,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24003,,,2018,,,,,,,,,
8635801,utility,8635801,2014-01-28,13/793505,13,13793505,2013-03-11,26125,26125,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24027,24510,,2018,,,,,,,,,
8635801,utility,8635801,2014-01-28,13/793505,13,13793505,2013-03-11,26093,26125,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24003,24510,,2018,,,,,,,,,
8643978,utility,8643978,2014-02-04,13/792448,13,13792448,2013-03-11,,,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,18141,24510,,2018,,,,,,,,,
8647195,utility,8647195,2014-02-11,13/908701,13,13908701,2013-06-03,48453,48453,,2014,1,0,0,0,0,0,0,1,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24003,35001,,2018,,,,,,,,,
8647195,utility,8647195,2014-02-11,13/908701,13,13908701,2013-06-03,53053,48453,,2014,1,0,0,0,0,0,0,1,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,18141,,,2018,,,,,,,,,
8649470,utility,8649470,2014-02-11,13/848851,13,13848851,2013-03-22,48453,13121,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24027,35001,,2018,,,,,,,,,
8650813,utility,8650813,2014-02-18,13/893170,13,13893170,2013-05-13,06013,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,18141,35001,,2018,,,,,,,,,
8650813,utility,8650813,2014-02-18,13/893170,13,13893170,2013-05-13,06001,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,24027,,,2018,,,,,,,,,
8650877,utility,8650877,2014-02-18,13/792296,13,13792296,2013-03-11,27053,,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,35001,,,2018,,,,,,,,,
8651445,utility,8651445,2014-02-18,13/956525,13,13956525,2013-08-01,,,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-17,14/020500,14,14020500,2013-09-06,35001,35001,,2018,,,,,,,,,
8652732,utility,8652732,2014-02-18,13/784757,13,13784757,2013-03-04,,09001,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-24,13/924892,13,13924892,2013-06-24,,,,2018,,,,,,,,,
8653050,utility,8653050,2014-02-18,13/936891,13,13936891,2013-07-08,06059,06059,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-24,13/924892,13,13924892,2013-06-24,33015,,,2018,,,,,,,,,
8657192,utility,8657192,2014-02-25,13/857057,13,13857057,2013-04-04,,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-24,13/924892,13,13924892,2013-06-24,55025,,,2018,,,,,,,,,
8657490,utility,8657490,2014-02-25,13/761311,13,13761311,2013-02-07,,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-07-24,13/924892,13,13924892,2013-06-24,25009,,,2018,,,,,,,,,
8657490,utility,8657490,2014-02-25,13/761311,13,13761311,2013-02-07,37025,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-09-18,13/921884,13,13921884,2013-06-19,,06037,,2018,,,,,,,,,
8657490,utility,8657490,2014-02-25,13/761311,13,13761311,2013-02-07,37119,06085,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-12-18,13/747257,13,13747257,2013-01-22,55087,13121,,2018,,,,,,,,,
8665705,utility,8665705,2014-03-04,13/962655,13,13962655,2013-08-08,13135,13121,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-12-18,13/941226,13,13941226,2013-07-12,,,,2018,,,,,,,,,
8665705,utility,8665705,2014-03-04,13/962655,13,13962655,2013-08-08,13121,13121,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-12-25,14/136854,14,14136854,2013-12-20,55109,17031,,2018,,,,,,,,,
8665705,utility,8665705,2014-03-04,13/962655,13,13962655,2013-08-08,13217,13121,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2018-12-25,14/136854,14,14136854,2013-12-20,17031,17031,,2018,,,,,,,,,
8666135,utility,8666135,2014-03-04,13/748970,13,13748970,2013-01-24,,,,2014,1,0,0,0,0,1,0,0,0
,reissue,,2018-12-25,14/136854,14,14136854,2013-12-20,55127,17031,,2018,,,,,,,,,
8667647,utility,8667647,2014-03-11,13/756923,13,13756923,2013-02-01,,,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2017-01-03,14/046669,14,14046669,2013-10-04,,,,2017,,,,,,,,,
8668353,utility,8668353,2014-03-11,13/940017,13,13940017,2013-07-11,42071,10003,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2017-01-03,14/025518,14,14025518,2013-09-12,,,,2017,,,,,,,,,
8672450,utility,8672450,2014-03-18,13/773488,13,13773488,2013-02-21,,,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2017-01-10,13/863011,13,13863011,2013-04-15,,,,2017,,,,,,,,,
8678877,utility,8678877,2014-03-25,14/013242,14,14013242,2013-08-29,,06001,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2017-01-31,13/936825,13,13936825,2013-07-08,,,,2017,,,,,,,,,
8678877,utility,8678877,2014-03-25,14/013242,14,14013242,2013-08-29,06001,06001,,2014,0,0,0,0,0,0,0,0,0
,reissue,,2017-02-07,13/946142,13,13946142,2013-07-19,,,,2017,,,,,,,,,
8678877,utility,8678877,2014-03-25,14/013242,14,14013242,2013-08-29,06013,06001,,2014,0,0,0,0,0,0,0,0,0
